#
# npts = 250 depth=5
#
#
#------------------------
#
#------------------------
#
41 11	1.95425	1.0121	0.103053	0.0678658	0.0452287	0.0208825	0.00222209	0.00153266	0.000980453	0.000630673	0.000353052	0.000143821
#
#------------------------
#
42 11	1.95314	1.01138	0.103888	0.067896	0.0444385	0.0209208	0.00376911	0.00248161	0.00136963	0.000761628	0.000310122	0.000141175
#
#------------------------
#
43 11	1.95204	1.01251	0.105092	0.0688928	0.0443839	0.0211	0.00471009	0.0027657	0.00134383	0.000458103	0.000180448	0.000119907
#
#------------------------
#
44 11	1.95094	1.01282	0.105959	0.0686843	0.0443549	0.0219756	0.00535435	0.00310588	0.000333621	0.000218669	0.00015709	0.000103596
#
#------------------------
#
45 11	1.94984	1.01209	0.106849	0.068967	0.0434363	0.0210809	0.00555444	0.00321567	0.00109352	0.000766831	0.000339341	0.000139278
#
#------------------------
#
46 11	1.94873	1.01294	0.107592	0.0687166	0.0426324	0.0202601	0.00576569	0.00299592	0.00123835	0.000618619	0.0002968	9.94621e-05
#
#------------------------
#
47 11	1.94763	1.01333	0.10882	0.0686528	0.0413455	0.0180803	0.0060856	0.000984966	0.000710997	0.0005292	0.000232558	0.00020455
#
#------------------------
#
48 11	1.94653	1.01422	0.111367	0.070424	0.0420767	0.0186766	0.00646102	0.00120276	0.000843303	0.000536576	0.000344184	4.00456e-05
#
#------------------------
#
49 11	1.94543	1.01358	0.112129	0.0723452	0.0429501	0.019063	0.00695464	0.00152815	0.00145173	0.000821259	0.000104832	7.62601e-05
#
#------------------------
#
50 11	1.94432	1.01396	0.112762	0.0731333	0.0433132	0.0197509	0.00684925	0.0012981	0.000987539	0.000700202	0.000298951	0.000111905
#
#------------------------
#
51 11	1.94322	1.01465	0.114088	0.0732472	0.0433345	0.0190465	0.00751346	0.0022783	0.0012565	0.000244212	0.000155653	0.00010849
#
#------------------------
#
52 11	1.94212	1.01516	0.114631	0.0737573	0.0445486	0.0195698	0.00849752	0.00298618	0.000608257	0.000375063	0.000261344	0.0001121
#
#------------------------
#
53 11	1.94102	1.01495	0.115255	0.0732097	0.0448738	0.0198403	0.00770659	0.00198983	0.00106495	0.000709943	6.42631e-05	4.47658e-05
#
#------------------------
#
54 11	1.93991	1.01544	0.116011	0.0732965	0.0455197	0.0208081	0.00739597	0.000260599	0.000181025	0.000132398	0.000101638	5.67581e-05
#
#------------------------
#
55 11	1.93881	1.01614	0.116459	0.0729466	0.0439025	0.0200399	0.00718081	0.00218852	0.00123431	0.000439175	0.00025345	0.000250211
#
#------------------------
#
56 11	1.93771	1.0153	0.118235	0.0732506	0.0428343	0.0182496	0.00713448	0.00278227	0.000442099	0.000328218	0.000262937	0.000125887
#
#------------------------
#
57 12	1.93661	1.01578	0.118926	0.0745433	0.042812	0.0183375	0.00763952	0.00328331	0.000784054	0.000569482	0.000146163	0.000101701
#
#------------------------
#
58 12	1.9355	1.01673	0.119716	0.0748432	0.0426828	0.0179241	0.00757801	0.00396082	0.00127216	0.000537698	0.000134694	9.21463e-05
#
#------------------------
#
59 12	1.9344	1.01754	0.120144	0.0743754	0.0426762	0.0177971	0.00795498	0.00391062	0.00128633	0.000541419	0.000368256	9.96939e-05
#
#------------------------
#
60 12	1.9333	1.01666	0.120529	0.073661	0.0416594	0.0171517	0.00708623	0.00346149	0.000878019	0.000470786	0.000170379	4.7327e-05
#
#------------------------
#
61 12	1.9322	1.01715	0.121677	0.0742745	0.040745	0.0158094	0.0070347	0.00383154	0.00160427	0.000382015	0.000283207	0.000100657
#
#------------------------
#
62 12	1.93109	1.01818	0.122077	0.0739298	0.040053	0.0146883	0.00672269	0.00413287	0.00200258	0.000714702	0.000264054	0.000192131
#
#------------------------
#
63 12	1.92999	1.01777	0.122848	0.0736496	0.0386087	0.0127788	0.00591459	0.00366212	0.00197525	0.00079934	0.000241918	0.000168041
#
#------------------------
#
64 12	1.92889	1.01808	0.123239	0.0728873	0.0370208	0.0100778	0.00477663	0.00310342	0.00188315	0.00101731	0.000394867	0.000146976
#
#------------------------
#
65 12	1.92779	1.01855	0.123326	0.0720485	0.0346732	0.00451977	0.00223171	0.00156893	0.00108966	0.000742804	0.000462048	0.000257281
#
#------------------------
#
66 12	1.92668	1.01884	0.126097	0.0737954	0.0350192	0.00378483	0.00288362	0.0021003	0.00161261	0.000483862	0.000367475	0.000352449
#
#------------------------
#
67 12	1.92558	1.01907	0.128568	0.0753439	0.0362268	0.00506415	0.00365535	0.00312106	0.00233893	0.000579666	0.000398433	0.000172035
#
#------------------------
#
68 12	1.92448	1.0194	0.131268	0.0766664	0.0369818	0.00541272	0.00408605	0.00296007	0.00236018	0.000681222	0.000183134	0.000145174
#
#------------------------
#
69 12	1.92338	1.01991	0.133608	0.0778216	0.0373844	0.00509662	0.00380451	0.00274027	0.00242826	0.000954123	0.000329862	9.70267e-05
#
#------------------------
#
70 12	1.92227	1.02022	0.135836	0.0786021	0.0370492	0.00393098	0.00283862	0.00205944	0.00124858	0.000591699	0.000386729	0.000249529
#
#------------------------
#
71 12	1.92117	1.01984	0.139653	0.0809792	0.0379623	0.00167214	0.00120653	0.000866389	0.000579052	0.000415109	0.000313869	0.000157403
#
#------------------------
#
72 12	1.92007	1.02088	0.139867	0.0831329	0.0389885	0.00471911	0.00341013	0.00248761	0.000970572	0.00069735	0.000545207	0.000242571
#
#------------------------
#
73 12	1.91897	1.02116	0.140687	0.0849751	0.0402649	0.00598106	0.0057873	0.00406087	0.000622696	0.000459372	0.00026877	0.000227273
#
#------------------------
#
74 12	1.91786	1.02077	0.141006	0.0856588	0.041222	0.00696461	0.0060418	0.00448751	0.00149173	0.00100362	0.000174363	0.000124717
#
#------------------------
#
75 12	1.91676	1.02115	0.141557	0.0861773	0.0413975	0.00784092	0.00608051	0.00380174	0.00118727	0.000435299	0.000193664	0.000147434
#
#------------------------
#
76 13	1.91566	1.02211	0.142542	0.0881165	0.0424262	0.00817052	0.00592981	0.00408285	0.00111352	0.00035961	0.00026329	6.29327e-05
#
#------------------------
#
77 13	1.91456	1.02253	0.14277	0.0888357	0.0428561	0.00834755	0.00676374	0.00506409	0.00166262	0.00046495	0.000299175	0.00014264
#
#------------------------
#
78 13	1.91345	1.02196	0.143491	0.0898669	0.0429029	0.00848832	0.00614757	0.00453295	0.00170534	0.00062787	0.000124697	7.50326e-05
#
#------------------------
#
79 13	1.91235	1.0225	0.143702	0.0903757	0.042564	0.00838106	0.00607491	0.00408399	0.00175335	0.000916545	0.000377766	0.000104925
#
#------------------------
#
80 13	1.91125	1.02272	0.143861	0.0904398	0.0409971	0.00815693	0.00593633	0.00129123	0.00063307	0.000443869	0.000301698	0.000198095
#
#------------------------
#
81 13	1.91015	1.02415	0.145982	0.0922558	0.0418697	0.00842327	0.00613608	0.0017062	0.000935978	0.000697715	0.000639266	0.000251068
#
#------------------------
#
82 13	1.90904	1.02336	0.148247	0.0951656	0.0432838	0.00715285	0.0052053	0.000990511	0.000972028	0.000690389	0.000138514	9.81519e-05
#
#------------------------
#
83 13	1.90794	1.02362	0.148637	0.0970732	0.0446811	0.00686154	0.00500667	0.00218422	0.00171531	0.00120251	0.000363154	0.000138041
#
#------------------------
#
84 13	1.90684	1.02442	0.148729	0.0984035	0.0446775	0.00593119	0.00428072	0.002239	0.00161031	0.00036942	0.000182974	0.000127604
#
#------------------------
#
85 13	1.90574	1.02424	0.149774	0.101454	0.0464578	0.00388252	0.00281846	0.00174905	0.00129303	0.000625914	0.000477761	0.000323309
#
#------------------------
#
86 13	1.90463	1.0247	0.150172	0.102843	0.0479711	0.00392274	0.00276377	0.001891	0.00127632	0.000775062	0.000482962	0.000163244
#
#------------------------
#
87 13	1.90353	1.02526	0.150615	0.102174	0.0483275	0.00653435	0.00440765	0.00295875	0.0018078	0.000852398	0.000321395	4.71156e-05
#
#------------------------
#
88 13	1.90243	1.02568	0.150865	0.101426	0.0486858	0.00807754	0.00579016	0.00338974	0.00198577	0.000580817	0.000405004	6.23682e-05
#
#------------------------
#
89 13	1.90133	1.02496	0.151045	0.100802	0.0485203	0.00913664	0.00617145	0.00338865	0.00201832	0.000833747	0.000408599	8.17966e-05
#
#------------------------
#
90 13	1.90022	1.02611	0.151782	0.0999387	0.0478225	0.0100141	0.00594602	0.00373254	0.00098228	0.000723234	0.000337277	0.000286504
#
#------------------------
#
91 13	1.89912	1.02655	0.153415	0.100814	0.0490661	0.0111413	0.006641	0.00350186	0.00112313	0.000354066	0.000254143	0.000145778
#
#------------------------
#
92 13	1.89802	1.02701	0.153811	0.101305	0.0497463	0.011263	0.00652054	0.00345149	0.00138537	0.000741588	0.000209784	0.00011521
#
#------------------------
#
93 13	1.89692	1.02649	0.153749	0.101823	0.0511119	0.01191	0.007095	0.00206002	0.000792342	0.000591965	0.000447221	0.000249692
#
#------------------------
#
94 13	1.89581	1.02737	0.154041	0.100919	0.0514853	0.0130315	0.00799648	0.00144599	0.00105747	0.000631319	0.000347324	0.000260533
#
#------------------------
#
95 13	1.89471	1.02781	0.154574	0.0997332	0.0498812	0.0131661	0.0076317	0.00241431	0.00194426	0.000649251	0.000471829	5.01289e-05
#
#------------------------
#
96 13	1.89361	1.02725	0.155374	0.100011	0.0501223	0.0133346	0.00802201	0.00280962	0.00200721	0.000795423	0.000390785	0.000103272
#
#------------------------
#
97 13	1.89251	1.02767	0.155157	0.0995935	0.0504077	0.0138267	0.00840933	0.00317073	0.000808522	0.000515302	0.000251729	0.000152194
#
#------------------------
#
98 13	1.8914	1.02873	0.15552	0.0985612	0.0488829	0.0140285	0.00815571	0.00324205	0.00138783	0.000944491	0.000409853	7.14682e-05
#
#------------------------
#
99 13	1.8903	1.02932	0.155653	0.0977089	0.0475361	0.0141214	0.00733437	0.00312522	0.00157578	0.000502116	0.000392707	0.000156372
#
#------------------------
#
100 13	1.8892	1.02845	0.155644	0.0967933	0.0452998	0.0140703	0.00548275	0.00254462	0.00160588	0.000901506	0.000417183	0.000237916
#
#------------------------
#
101 13	1.8881	1.02892	0.156524	0.0958879	0.0429504	0.0145567	0.00218921	0.00168192	0.0010798	0.000792875	0.000546089	0.000232701
#
#------------------------
#
102 13	1.88699	1.02962	0.158072	0.0961684	0.0431818	0.0156072	0.00366614	0.00266794	0.00121598	0.00111538	0.000476311	0.000228767
#
#------------------------
#
103 13	1.88589	1.02934	0.160999	0.0973399	0.0434446	0.016209	0.00403467	0.00303977	0.00124472	0.000353408	0.000246746	0.000177632
#
#------------------------
#
104 13	1.88479	1.03006	0.162926	0.0993162	0.044805	0.0157983	0.00369799	0.00316822	0.00196808	0.000429891	0.000331131	0.000173631
#
#------------------------
#
105 13	1.88369	1.03045	0.164429	0.0995761	0.0455516	0.0157826	0.00232675	0.00168275	0.00118312	0.000758404	0.000466555	0.000213676
#
#------------------------
#
106 13	1.88258	1.03062	0.165786	0.100873	0.0465354	0.0162094	0.0027275	0.00198029	0.00137986	0.00101673	0.000363156	0.000194511
#
#------------------------
#
107 13	1.88148	1.03079	0.166029	0.100831	0.0468374	0.0169814	0.00438224	0.00278206	0.00188882	0.000537725	0.000461319	0.000270818
#
#------------------------
#
108 13	1.88038	1.03123	0.165684	0.100629	0.0460028	0.0174101	0.0051508	0.00309409	0.00182881	0.000802583	0.000446661	0.000214489
#
#------------------------
#
109 13	1.87928	1.03195	0.166804	0.101307	0.0451997	0.0185769	0.00645686	0.00312082	0.00120299	0.000591813	0.000220599	0.000145186
#
#------------------------
#
110 13	1.87817	1.03232	0.168216	0.102938	0.046607	0.0191923	0.00632137	0.00272765	0.000941911	0.000721308	0.000448557	0.000200153
#
#------------------------
#
111 13	1.87707	1.03209	0.168457	0.104195	0.047046	0.020628	0.00756512	0.0016605	0.000983024	0.000740653	0.000318882	0.000235247
#
#------------------------
#
112 13	1.87597	1.03274	0.168397	0.105876	0.048166	0.020035	0.00665626	0.00216269	0.00103227	0.000768404	0.000501141	0.000145724
#
#------------------------
#
113 13	1.87487	1.0331	0.168428	0.106727	0.0493883	0.0192232	0.00550995	0.00275735	0.0014189	0.000887222	0.000326967	0.000254019
#
#------------------------
#
114 13	1.87376	1.03254	0.168345	0.106129	0.0484026	0.0186713	0.00492597	0.00278006	0.00212516	0.000595966	0.000408945	0.00012724
#
#------------------------
#
115 13	1.87266	1.03366	0.169465	0.107173	0.0495003	0.0185297	0.00392994	0.00245493	0.00206434	0.000883973	0.000494597	0.000132252
#
#------------------------
#
116 13	1.87156	1.03396	0.169401	0.108599	0.0510548	0.0183874	0.00180887	0.00125027	0.000926484	0.000617823	0.000372736	0.000310965
#
#------------------------
#
117 13	1.87046	1.03466	0.169217	0.10724	0.0506601	0.0179922	0.00356839	0.00219597	0.0013975	0.00117087	0.000370681	0.000306048
#
#------------------------
#
118 13	1.86935	1.03365	0.169522	0.106635	0.0512083	0.0181467	0.00484863	0.00281869	0.00109237	0.000820521	0.000384017	0.000195703
#
#------------------------
#
119 13	1.86825	1.03518	0.169411	0.10522	0.0501491	0.0179297	0.00583005	0.00348597	0.00123551	0.000716113	0.000532486	0.000271068
#
#------------------------
#
120 13	1.86715	1.03547	0.169015	0.103384	0.0475748	0.017561	0.00645981	0.00292226	0.00129849	0.000750335	0.000343132	0.000193357
#
#------------------------
#
121 13	1.86605	1.03574	0.169873	0.101849	0.0445983	0.0175997	0.00803457	0.00243014	0.00177758	0.000175242	0.000121826	8.88776e-05
#
#------------------------
#
122 13	1.86494	1.03518	0.171786	0.102975	0.0454471	0.0187325	0.00793866	0.00260888	0.00224786	0.00100608	0.000369393	0.000134624
#
#------------------------
#
123 13	1.86384	1.03622	0.173809	0.103298	0.0460358	0.0190186	0.00826974	0.00199058	0.00159613	0.000646603	0.000616019	0.00034311
#
#------------------------
#
124 13	1.86274	1.03684	0.174357	0.103079	0.0466219	0.0185435	0.00864651	0.00186971	0.00125651	0.000767879	3.86837e-05	2.84288e-05
#
#------------------------
#
125 13	1.86164	1.03594	0.174644	0.103192	0.0452336	0.0189654	0.00984446	0.00332953	0.00156765	0.000765254	0.000525745	0.000298336
#
#------------------------
#
126 13	1.86053	1.03653	0.175369	0.103699	0.045409	0.0194353	0.0112891	0.00455681	0.000867208	0.000520303	0.000386628	0.000173218
#
#------------------------
#
127 13	1.85943	1.03764	0.175121	0.104907	0.046354	0.020315	0.0105642	0.00400725	0.0016822	0.000656654	0.000342337	0.000150794
#
#------------------------
#
128 13	1.85833	1.03789	0.17497	0.104307	0.045879	0.0204068	0.0102359	0.00384698	0.00173227	0.0010972	0.000433749	5.67921e-05
#
#------------------------
#
129 13	1.85723	1.03733	0.175046	0.10479	0.0465705	0.0214484	0.0101693	0.00340929	5.01209e-05	3.73641e-05	2.63013e-05	1.91184e-05
#
#------------------------
#
130 13	1.85612	1.03752	0.174755	0.104437	0.0467273	0.0198708	0.00959886	0.00139912	0.000897097	0.000682695	0.000498209	0.000314926
#
#------------------------
#
131 13	1.85502	1.03898	0.174237	0.10246	0.0455488	0.0187105	0.00936064	0.00249515	0.00147414	0.000509981	0.000303465	0.000222555
#
#------------------------
#
132 13	1.85392	1.03822	0.1752	0.100856	0.0422729	0.0182062	0.00982345	0.00395249	0.00144581	0.0012502	0.000600499	0.000178321
#
#------------------------
#
133 13	1.85282	1.03882	0.176317	0.100901	0.042344	0.0187778	0.0102995	0.00416298	0.00124439	0.000983045	0.000398295	0.000302544
#
#------------------------
#
134 13	1.85171	1.03915	0.176699	0.0999986	0.0411495	0.0181384	0.0103806	0.00523636	0.00171283	0.000859678	0.000463454	0.00031291
#
#------------------------
#
135 13	1.85061	1.04056	0.176924	0.100169	0.0408649	0.0184248	0.0112547	0.00596387	0.00260285	0.000805556	0.000485898	0.000123307
#
#------------------------
#
136 13	1.84951	1.03944	0.176742	0.0997964	0.0401188	0.0183506	0.011588	0.00579513	0.00231479	0.000690426	0.000595745	0.000350057
#
#------------------------
#
137 13	1.84841	1.04014	0.175947	0.0988744	0.0394734	0.0183113	0.0107324	0.00513368	0.0011104	0.00037702	0.000277649	0.000203259
#
#------------------------
#
138 13	1.8473	1.0405	0.176187	0.0970575	0.0366309	0.0166261	0.0101686	0.0054415	0.00189827	0.000850975	0.000809047	0.00038092
#
#------------------------
#
139 13	1.8462	1.04199	0.176836	0.095837	0.0350619	0.016081	0.0100842	0.00564276	0.00272999	0.000859572	0.000437975	0.000264181
#
#------------------------
#
140 13	1.8451	1.04093	0.176375	0.0950899	0.0333969	0.0155826	0.0101598	0.00626765	0.0030656	0.00131353	0.000519824	0.00029469
#
#------------------------
#
141 13	1.844	1.04125	0.175915	0.0935549	0.0314343	0.0145533	0.00940399	0.00554014	0.00269389	0.000333356	0.000197622	8.68627e-05
#
#------------------------
#
142 13	1.84289	1.0419	0.176394	0.0917638	0.0278294	0.013169	0.00879319	0.00555219	0.00320791	0.00179662	0.000734961	0.000149469
#
#------------------------
#
143 13	1.84179	1.0415	0.175366	0.0897565	0.0239784	0.0114487	0.00781076	0.00506731	0.00301383	0.00149885	0.000348338	0.000167917
#
#------------------------
#
144 13	1.84069	1.04245	0.175061	0.0876693	0.0188117	0.00914296	0.0064138	0.00435994	0.00281025	0.00164125	0.000784748	6.73483e-05
#
#------------------------
#
145 13	1.83959	1.04263	0.174381	0.0846936	0.00903853	0.00447017	0.0032494	0.0023409	0.00166474	0.00115988	0.000780294	0.000503332
#
#------------------------
#
146 13	1.83848	1.04335	0.176919	0.084917	0.00647432	0.00496451	0.00365946	0.00212922	0.00186464	0.00138391	0.000246125	0.00018203
#
#------------------------
#
147 13	1.83738	1.04307	0.179356	0.0866859	0.00958378	0.00708301	0.00541829	0.00283356	0.00210834	0.00155906	0.000210705	0.000155787
#
#------------------------
#
148 13	1.83628	1.04369	0.182118	0.0878813	0.0112991	0.00834883	0.00668903	0.00258047	0.00190907	0.00187014	0.000665527	0.000155511
#
#------------------------
#
149 13	1.83518	1.04402	0.184431	0.08838	0.0126778	0.00936042	0.00690244	0.000893601	0.000671021	0.000313095	0.00023328	0.000190877
#
#------------------------
#
150 13	1.83407	1.04451	0.187038	0.0900595	0.0137604	0.0123044	0.00908188	0.0014663	0.00109663	0.000429201	0.000319692	0.000242172
#
#------------------------
#
151 13	1.83297	1.04423	0.188225	0.0921963	0.0149168	0.0147637	0.0108489	0.00224205	0.00164587	0.000925557	0.000651529	0.000106117
#
#------------------------
#
152 13	1.83187	1.04486	0.188971	0.0934735	0.0158437	0.014606	0.0108157	0.00295876	0.00227645	0.000716556	0.000612612	0.000279247
#
#------------------------
#
153 14	1.83077	1.04529	0.190983	0.0949456	0.0166335	0.0153703	0.0120509	0.00340642	0.00241675	0.000917748	0.000241929	0.00014416
#
#------------------------
#
154 14	1.82966	1.04547	0.191736	0.0960698	0.017531	0.0149384	0.011911	0.00357146	0.0028986	0.000998031	0.000336018	0.000211169
#
#------------------------
#
155 14	1.82856	1.04573	0.192751	0.0965587	0.0180127	0.0147295	0.0116847	0.00327995	0.00296364	0.00118372	0.000525406	0.000332691
#
#------------------------
#
156 14	1.82746	1.04642	0.193542	0.0962817	0.0186197	0.0144765	0.00988434	0.00250698	0.000512892	0.000378188	0.000296638	0.000190715
#
#------------------------
#
157 14	1.82636	1.04703	0.196064	0.0984377	0.0203038	0.0150494	0.0108774	0.00120615	0.000796041	0.000586152	0.000434779	0.000327451
#
#------------------------
#
158 14	1.82525	1.04669	0.198214	0.0985896	0.0195333	0.0144596	0.0108287	0.00299611	0.00107733	0.000800718	0.000249176	0.000185153
#
#------------------------
#
159 14	1.82415	1.04734	0.200531	0.100075	0.0194461	0.015797	0.0125467	0.00484658	0.00186978	0.00070665	0.000371955	0.000291373
#
#------------------------
#
160 14	1.82305	1.04758	0.201326	0.101074	0.0198588	0.0166252	0.0134962	0.00460489	0.00135835	0.000931946	0.000282355	0.000185853
#
#------------------------
#
161 14	1.82195	1.04701	0.202194	0.101499	0.0198343	0.0166452	0.0143317	0.00475779	0.00133501	0.00091994	0.00048295	0.000329346
#
#------------------------
#
162 14	1.82084	1.0479	0.202856	0.100951	0.0199293	0.0156433	0.0125682	0.00444517	0.00158226	0.000239558	0.000179587	0.000136552
#
#------------------------
#
163 14	1.81974	1.0486	0.205002	0.102167	0.0204111	0.0151535	0.0130225	0.00462456	0.00109169	0.000640733	0.000480186	0.000344692
#
#------------------------
#
164 14	1.81864	1.04879	0.206374	0.102697	0.0197604	0.015636	0.0134741	0.00554694	0.00251156	0.0010675	0.000595553	0.000185548
#
#------------------------
#
165 14	1.81754	1.04816	0.207272	0.102554	0.0196574	0.0159357	0.0138722	0.00562109	0.00259813	0.000363898	0.000254655	0.00017556
#
#------------------------
#
166 14	1.81643	1.04923	0.20854	0.10242	0.0197508	0.01465	0.0122377	0.00511367	0.00252729	0.000588813	0.000343915	0.000263339
#
#------------------------
#
167 14	1.81533	1.04998	0.209409	0.102208	0.0191782	0.0149045	0.0119939	0.00550103	0.00319695	0.00147069	0.000492314	0.000170161
#
#------------------------
#
