0	0.000311915	1	0.4375	0.273438	0.170898	0.106812	0.0667572	0.0417233	0.026077	0.0162981	0.0101863	0.00636646
1	0.000935745	1	0.4375	0.273438	0.170898	0.106812	0.0667572	0.0417233	0.026077	0.0162981	0.0101863	0.00636646
2	0.00155958	1	0.4375	0.273438	0.170898	0.106812	0.0667572	0.0417233	0.026077	0.0162981	0.0101863	0.0136424
3	0.00218341	1	0.4375	0.273438	0.170898	0.106812	0.0667572	0.0417233	0.026077	0.0162981	0.0218279	0.018008
4	0.00280724	1	0.4375	0.273438	0.170898	0.106812	0.0667572	0.0417233	0.026077	0.0162981	0.0218279	0.018008
5	0.00343107	1	0.4375	0.273438	0.170898	0.106812	0.0667572	0.0417233	0.026077	0.0162981	0.0218279	0.025284
6	0.0040549	1	0.4375	0.273438	0.170898	0.106812	0.0667572	0.0417233	0.026077	0.0349246	0.0288128	0.0249929
7	0.00467873	1	0.4375	0.273438	0.170898	0.106812	0.0667572	0.0417233	0.026077	0.0349246	0.0288128	0.0249929
8	0.00530256	1	0.4375	0.273438	0.170898	0.106812	0.0667572	0.0417233	0.026077	0.0349246	0.0288128	0.0322689
9	0.00592639	1	0.4375	0.273438	0.170898	0.106812	0.0667572	0.0417233	0.026077	0.0349246	0.0404543	0.0366344
10	0.00655022	1	0.4375	0.273438	0.170898	0.106812	0.0667572	0.0417233	0.026077	0.0349246	0.0404543	0.0366344
11	0.00717405	1	0.4375	0.273438	0.170898	0.106812	0.0667572	0.0417233	0.026077	0.0349246	0.0404543	0.0439104
12	0.00779788	1	0.4375	0.273438	0.170898	0.106812	0.0667572	0.0417233	0.026077	0.0349246	0.0404543	0.0439104
13	0.00842171	1	0.4375	0.273438	0.170898	0.106812	0.0667572	0.0417233	0.0558794	0.0461005	0.0399887	0.0361688
14	0.00904554	1	0.4375	0.273438	0.170898	0.106812	0.0667572	0.0417233	0.0558794	0.0461005	0.0399887	0.0434447
15	0.00966937	1	0.4375	0.273438	0.170898	0.106812	0.0667572	0.0417233	0.0558794	0.0461005	0.0399887	0.0434447
16	0.0102932	1	0.4375	0.273438	0.170898	0.106812	0.0667572	0.0417233	0.0558794	0.0461005	0.0516302	0.0478103
17	0.010917	1	0.4375	0.273438	0.170898	0.106812	0.0667572	0.0417233	0.0558794	0.0461005	0.0516302	0.0550863
18	0.0115409	1	0.4375	0.273438	0.170898	0.106812	0.0667572	0.0417233	0.0558794	0.0461005	0.0516302	0.0550863
19	0.0121647	1	0.4375	0.273438	0.170898	0.106812	0.0667572	0.0417233	0.0558794	0.0647269	0.0586151	0.0547952
20	0.0127885	1	0.4375	0.273438	0.170898	0.106812	0.0667572	0.0417233	0.0558794	0.0647269	0.0586151	0.0620712
21	0.0134124	1	0.4375	0.273438	0.170898	0.106812	0.0667572	0.0417233	0.0558794	0.0647269	0.0586151	0.0620712
22	0.0140362	1	0.4375	0.273438	0.170898	0.106812	0.0667572	0.0417233	0.0558794	0.0647269	0.0702566	0.0664368
23	0.01466	1	0.4375	0.273438	0.170898	0.106812	0.0667572	0.0417233	0.0558794	0.0647269	0.0702566	0.0737127
24	0.0152838	1	0.4375	0.273438	0.170898	0.106812	0.0667572	0.0417233	0.0558794	0.0647269	0.0702566	0.0737127
25	0.0159077	1	0.4375	0.273438	0.170898	0.106812	0.0667572	0.089407	0.0737607	0.0639819	0.0578701	0.0540502
26	0.0165315	1	0.4375	0.273438	0.170898	0.106812	0.0667572	0.089407	0.0737607	0.0639819	0.0578701	0.0540502
27	0.0171553	1	0.4375	0.273438	0.170898	0.106812	0.0667572	0.089407	0.0737607	0.0639819	0.0578701	0.0613261
28	0.0177792	1	0.4375	0.273438	0.170898	0.106812	0.0667572	0.089407	0.0737607	0.0639819	0.0695116	0.0656917
29	0.018403	1	0.4375	0.273438	0.170898	0.106812	0.0667572	0.089407	0.0737607	0.0639819	0.0695116	0.0656917
30	0.0190268	1	0.4375	0.273438	0.170898	0.106812	0.0667572	0.089407	0.0737607	0.0639819	0.0695116	0.0729677
31	0.0196507	1	0.4375	0.273438	0.170898	0.106812	0.0667572	0.089407	0.0737607	0.0826083	0.0764965	0.0726766
32	0.0202745	1	0.4375	0.273438	0.170898	0.106812	0.0667572	0.089407	0.0737607	0.0826083	0.0764965	0.0726766
33	0.0208983	1	0.4375	0.273438	0.170898	0.106812	0.0667572	0.089407	0.0737607	0.0826083	0.0764965	0.0799526
34	0.0215221	1	0.4375	0.273438	0.170898	0.106812	0.0667572	0.089407	0.0737607	0.0826083	0.088138	0.0843182
35	0.022146	1	0.4375	0.273438	0.170898	0.106812	0.0667572	0.089407	0.0737607	0.0826083	0.088138	0.0843182
36	0.0227698	1	0.4375	0.273438	0.170898	0.106812	0.0667572	0.089407	0.0737607	0.0826083	0.088138	0.0915941
37	0.0233936	1	0.4375	0.273438	0.170898	0.106812	0.0667572	0.089407	0.0737607	0.0826083	0.088138	0.0915941
38	0.0240175	1	0.4375	0.273438	0.170898	0.106812	0.0667572	0.089407	0.103563	0.0937842	0.0876724	0.0838525
39	0.0246413	1	0.4375	0.273438	0.170898	0.106812	0.0667572	0.089407	0.103563	0.0937842	0.0876724	0.0911285
40	0.0252651	1	0.4375	0.273438	0.170898	0.106812	0.0667572	0.089407	0.103563	0.0937842	0.0876724	0.0911285
41	0.025889	1	0.4375	0.273438	0.170898	0.106812	0.0667572	0.089407	0.103563	0.0937842	0.0993139	0.095494
42	0.0265128	1	0.4375	0.273438	0.170898	0.106812	0.0667572	0.089407	0.103563	0.0937842	0.0993139	0.10277
