#
# Step function sums at y=1.01 nbits=220 depth=6
#
# column labels
# beta, em, theta(beta/2-y), theta(alpha-y), theta(alpha-beta/2-y),
# integrals for each of the three above.
#
1.00099	1	0	0	0	6.47567	9.96946	3.86389
1.00298	1	0	0	0	5.50348	8.46496	3.33019
1.00497	1	0	0	0	5.05882	7.77628	3.08509
1.00696	1	0	0	0	4.7645	7.31215	2.91504
1.00895	1	0	0	0	4.55638	6.99371	2.8
1.01093	1	0	0	0	4.39377	6.73611	2.70321
1.01292	1	0	0	0	4.24599	6.51515	2.62564
1.01491	1	0	0	0	4.11222	6.28052	2.53271
1.0169	1	0	0	0	4.00887	6.13372	2.48239
1.01889	1	0	0	0	3.92981	5.99822	2.4251
1.02087	1	0	1	0	3.85368	5.89117	2.39097
1.02286	1	0	1	0	3.76077	5.72867	2.33302
1.02485	1	0	1	0	3.68441	5.61384	2.28373
1.02684	1	0	1	0	3.6243	5.52833	2.2596
1.02883	1	0	1	0	3.56863	5.45389	2.22822
1.03082	1	0	1	0	3.52649	5.38707	2.1993
1.0328	1	0	1	0	3.44457	5.24883	2.15214
1.03479	1	0	1	0	3.45302	5.25567	2.13955
1.03678	1	0	1	0	3.38573	5.14916	2.1078
1.03877	1	0	1	0	3.34123	5.07269	2.07163
1.04076	1	0	1	0	3.31548	5.01522	2.04288
1.04274	1	0	1	0	3.28637	4.98435	2.03977
1.04473	1	0	1	0	3.2335	4.87376	1.98711
1.04672	1	0	1	0	3.22958	4.89085	1.99459
1.04871	1	0	1	0	3.1658	4.80009	1.96846
1.0507	1	0	1	0	3.14211	4.74635	1.94737
1.05268	1	0	1	0	3.10391	4.67701	1.91701
1.05467	1	0	1	0	3.09048	4.69226	1.93742
1.05666	1	0	1	0	3.09813	4.67632	1.90371
1.05865	1	0	1	0	3.03007	4.60051	1.89267
1.06064	1	0	1	0	2.99896	4.53597	1.86909
1.06262	1	0	1	0	2.98055	4.51099	1.84872
1.06461	1	0	1	0	2.97431	4.5195	1.86113
1.0666	1	0	1	0	2.91898	4.34355	1.77183
1.06859	1	0	1	0	2.91229	4.37236	1.78997
1.07058	1	0	1	0	2.89595	4.41084	1.82017
