0	 0.333333	0	1	                 1	              -nan
2	0.0833333	1	3	               1.5	0.2924812503605781
4	0.0208333	3	8	               2.5	0.3304820237218406
6	0.00520833	8	21	          4.265625	0.3487928568199754
8	0.00130208	21	55	         7.3046875	0.3586028193468749
10	0.000325521	55	144	         12.515625	 0.364565843240871
12	8.13802e-05	144	377	   21.445556640625	0.3685505714935787
14	2.03451e-05	377	987	  36.7474365234375	0.3713979790647604
16	5.08626e-06	987	2584	  62.9676513671875	0.3735336845065723
18	1.27157e-06	2584	6765	  107.896671295166	0.3751948081615576
20	3.17891e-07	6765	17711	  184.883695602417	0.3765237096358768
22	7.94729e-08	17711	46368	 316.8029251098633	0.3776109929985818
24	1.98682e-08	46368	121393	  542.849887907505	0.3785170625127418
26	4.96705e-09	121393	317811	 930.1871210038662	0.3792837367231235
28	1.24176e-09	317811	832040	 1593.899343758821	0.3799408860471334
30	3.10441e-10	832040	2178309	 2731.187156514265	0.3805104154613876
32	7.76102e-11	2178309	5702887	 4679.958814914804	0.3810087536988754
34	1.94025e-11	5702887	14930352	 8019.228728818707	0.3814484639084255
36	4.85062e-12	14930352	39088169	 13741.15284950055	 0.381839317428026
38	1.21264e-12	39088169	102334155	 23545.81569107479	0.3821890284718791
40	3.03146e-13	102334155	267914296	 40346.35540628709	0.3825037684113468
42	7.57727e-14	267914296	701408733	 69134.50848031024	0.3827885331184844
44	1.89293e-14	701408733	1836311903	   118463.74262765	 0.383047410124973
46	4.71845e-15	1836311903	4807526976	  202990.642818368	0.3832837760874191
48	1.16573e-15	4807526976	12586269025	  347829.641017916	0.3835004448863282
50	2.77556e-16	12586269025	32951280099	  596014.956605205	0.3836997801813244
52	5.55112e-17	32951280099	86267571272	 1021286.821495489	0.3838837819920902
54	        0	86267571272	225851433717	  1750001.00282928	0.3840541540390955
56	        0	225851433717	591286729879	 2998671.328607772	0.3842123566541719
