#
# zeta expansion terms 
#
# computed with variable precision of 450 decimal places
# computed with 7794 bits of default mpf 
0	 -0.0772156649015328517
1	-0.00474863147741964083
2	0.000366100893495480899
3	0.000376007305663723262
4	0.000143011824862314402
5	3.39978189360216841e-05
6	-4.83242212206578639e-07
7	-6.77784978129186022e-06
8	-5.2661399028330302e-06
9	-2.83697911227799636e-06
10	-1.16345458341796593e-06
11	-2.93489796043728358e-07
12	6.19481906856539613e-08
13	1.55588806029841251e-07
14	1.41776183792317915e-07
15	9.81017470740788242e-08
16	5.67411003881768268e-08
17	2.71674001623818403e-08
18	9.30709139040652758e-09
19	1.07982520317201346e-10
20	-3.6536473896516654e-09
21	-4.44700000844980717e-09
22	-3.87873369629913753e-09
23	-2.8692218786544301e-09
24	-1.87682536158802509e-09
25	-1.08405616939700309e-09
26	-5.27154666995523682e-10
27	-1.76348340241869926e-10
28	 1.9393708657150124e-11
29	1.10348865761359056e-10
30	1.37255530689598367e-10
31	1.29461911999507055e-10
32	1.06214140024330147e-10
33	7.89917116718954977e-11
34	5.38593666628851958e-11
35	3.34140394480436352e-11
36	1.82251496703752206e-11
37	7.81360297880236171e-12
38	1.26705133764503277e-12
39	 -2.406178130851358e-12
40	-4.09728128165758256e-12
41	-4.52496827898069489e-12
42	-4.22465968805565102e-12
43	-3.56833189006412044e-12
44	-2.79632180926026371e-12
45	-2.05058672696493905e-12
46	-1.40421670906043132e-12
47	-8.85209818166908065e-13
48	-4.94312017256975037e-13
49	-2.17604205146232972e-13
50	-3.48511572154468536e-14
51	7.53446089950861862e-14
52	1.32661528882799688e-13
53	1.53704027205874929e-13
54	1.51608368597067148e-13
55	1.36203785369761103e-13
56	1.14453214803429358e-13
57	9.09969607848653265e-14
58	6.86941577509879311e-14
59	4.91061246413271059e-14
60	3.28977659429918769e-14
61	2.01527524500677122e-14
62	1.06091031897792363e-14
63	3.82692999311865829e-15
64	-6.9834365284661124e-16
65	-3.46450049947676878e-15
66	-4.92157230062988611e-15
67	-5.45217809746400913e-15
68	-5.36592986416529447e-15
69	-4.90248881334440019e-15
70	-4.23938477007203385e-15
71	-3.50193606151593801e-15
72	-2.77354659388470026e-15
73	-2.10534804575655009e-15
74	-1.52464304224303438e-15
75	-1.04193374701140408e-15
76	-6.56528857587198662e-16
77	-3.60843570246769654e-16
78	-1.43568180073268505e-16
79	8.09801329809050582e-18
80	 1.0695478976281507e-16
81	1.64876506096538221e-16
82	1.92305302803971571e-16
83	  1.980390889750827e-16
84	1.89217082793781518e-16
85	 1.7142869820225726e-16
86	1.48891152858226474e-16
87	1.24657177692463822e-16
88	 1.0082683156369772e-16
89	 7.8747049876885793e-17
90	 5.9189645785178696e-17
91	4.25035078891978926e-17
92	2.87401385089718019e-17
93	1.77538379644954062e-17
94	9.27908802208626558e-18
95	2.98828573998950701e-18
96	-1.46686505259521201e-18
97	-4.42712521151274112e-18
98	-6.20776990141139059e-18
99	-7.08840969115337331e-18
100	-7.30848076260523981e-18
101	-7.06669542010701886e-18
102	-6.52310465322836197e-18
103	-5.80274055781999012e-18
104	-5.00007376999089724e-18
105	-4.18374033635163009e-18
106	-3.40116718599240495e-18
107	-2.6828607196527826e-18
108	-2.04622476578181741e-18
109	-1.49884806888198931e-18
110	-1.04125300557475043e-18
111	-6.69131222358842957e-19
112	-3.75112536148306007e-19
113	-1.50124224863576703e-19
114	1.55984038387353535e-20
115	1.31790298042561554e-19
116	2.07668005279864198e-19
117	2.51624104670563113e-19
118	2.71061396874627931e-19
119	2.72330315922707346e-19
120	2.60739541143545984e-19
121	2.40615753224282867e-19
122	2.15393752333935838e-19
123	1.87722683283408359e-19
124	 1.5957789860380614e-19
125	1.32371080006658522e-19
126	1.07053699693068059e-19
127	8.42108143433764944e-20
128	6.41436282308709997e-20
129	4.69403170800407405e-20
130	3.25353443364288305e-20
131	2.07579918112250463e-20
132	1.13711238525841298e-20
133	4.10135612798912385e-21
134	-1.33815372377541157e-21
135	-5.23110401254692761e-21
136	-7.84652234368912164e-21
137	-9.43130699207665833e-21
138	-1.0205949448868415e-20
139	-1.03626760860065342e-20
140	-1.00653685914442243e-20
141	-9.45073661816472261e-21
142	-8.63031906899323436e-21
143	-7.6929811598334588e-21
144	-6.70765246618287265e-21
145	-5.7261168891341481e-21
146	-4.78571968229679338e-21
147	-3.91190045025780189e-21
148	-3.12049559456957418e-21
149	-2.41978031566571243e-21
150	-1.81224021618132741e-21
151	-1.29607695019254682e-21
152	-8.66462272717005564e-22
153	-5.16561190754957295e-22
154	-2.38348501181817037e-22
155	-2.32444988109591932e-23
156	1.37404388406569142e-22
157	2.51975373689393033e-22
158	3.28326628163930339e-22
159	3.73641487387995177e-22
160	3.94341311012471986e-22
161	3.96051216470277209e-22
162	3.83605292842587215e-22
163	3.61080137264911545e-22
164	3.31847595715120099e-22
165	2.98639407403344865e-22
166	2.63618038553497235e-22
167	2.28449350443451325e-22
168	1.94373889756133201e-22
169	1.62274533519501238e-22
170	1.32738986162405189e-22
171	1.06116233797229983e-22
172	8.25665321418779507e-23
173	6.21048600828283814e-23
174	4.46380299289022732e-23
175	2.99958253297468101e-23
176	1.79566541204224628e-23
177	8.26826951147362006e-24
178	6.64140646905409714e-25
179	-5.12394764914814679e-24
180	-9.35650804719786554e-24
181	-1.22796550071633462e-23
182	-1.41206233892753667e-23
183	-1.50850743801546589e-23
184	-1.53558132104831902e-23
185	-1.50925939757104272e-23
186	-1.44327354167688191e-23
187	-1.34923166681467403e-23
188	-1.23677630598186193e-23
