#
# liouville zeta expansion terms d_n   
#
# computed to precision of 2000 decimal places
# computed up to order of 6000 
# computed with 12743 bits of default mpf 
100	0.111523286948743725334723616204690805044558410354728718740843e2	6
103	0.113328175992718365524677210686998819294047714008347902643996e2	1
106	0.115107029335854900767815480302250219320591991801300916244204e2	0
109	0.11686094218970636645801367975322914407226627324838779299277e2	0
112	0.118590935067090960047599028300034765983133280326775370775663e2	1
115	0.120297960726698166918638500655604111983264679432880721520585e2	0
118	0.121982910308806206713591493048611063099033709416857509958411e2	1
121	0.123646618774386517507439158939976231194980532440497198768494e2	1
124	0.125289869741927251984796762244283389955117299974045341197535e2	0
127	0.126913399801579023887765370689326059583477066320164957014649e2	1
130	0.128517902374080021034446398116601787734907396034779176818342e2	0
133	0.130104031171856497736014323045278722236777036189346099118889e2	1
136	0.131672403311324708103532380280201129310547192166713686538868e2	0
139	0.133223602118428137274942018877839053220206483041077780885195e2	1
142	0.134758179663578866352828502923358737682199679633980154958413e2	0
145	0.136276659057232874814995288583767735304683498650362787716832e2	1
148	0.137779536533153830404495439633821115595680392670898545533926e2	1
151	0.139267283342877148972659662705462734785853817509166499383053e2	0
155	0.141228180326107366511991810176927751251071570234609820645179e2	1
159	0.143163974913679847044240108413466960292251080033848163492012e2	0
163	0.145075607150304879648079401919999697061040170823663775156243e2	1
167	0.146963959834412327305627786606043652780687806005760269839918e2	1
171	0.148829863283073934748099766131492871288988805680408911576511e2	0
175	0.150674099598750371142332202314178157314825777509945007976389e2	1
179	0.152497406500087701527788929882890544473836405683904589279584e2	1
183	0.154300480770010304182065170799670507988653572072974436196004e2	1
187	0.156083981366839696872556994526000886764491919587452285888188e2	1
191	0.157848532237848143343165813511199382708776684669959777041315e2	1
195	0.159594724869321150184079711978378044995915968566315644535018e2	0
199	0.1613231206026837095071473680817673520346888655095789555243e2	1
203	0.163034252742403281514170935271361635366117410504347087440374e2	1
208	0.165149661317328124935985998624039960137708094705281876886496e2	1
213	0.167239823754031509641541750170803583849161344456480233473869e2	1
218	0.169305622930947480177603058917434389389088186712075158622736e2	1
223	0.171347891436920192517443330326145740346468778618288210417656e2	1
228	0.173367415492539437040111148564459867773515307967086444904577e2	1
233	0.175364938486922395422858080446331230109423863476457920880953e2	1
238	0.177341164175039943840730294149086558963776061722568350427263e2	0
243	0.179296759574566486958723669827557039525594983611590661232247e2	2
248	0.181232357596052396114025588328226386079304550544234068142617e2	1
253	0.183148559435817082084751765930575983049225927893966004048851e2	0
259	0.18542320162571058960838272762391056168659629196404619430549e2	2
265	0.187671670889597269299774297370544267459842777163881390022009e2	1
271	0.189894850425969963997977040028900311492124118944352549746543e2	1
277	0.192093574851609475223942539029252123674724693287195538040589e2	1
283	0.194268633862426480700205927933001098391112245124084641440952e2	1
289	0.196420775547054803987801615579695087792024929984309055031504e2	2
295	0.19855070939263555271897101438671975314801430455175075948038e2	1
301	0.200659109017044238992034714346338262542417143147804283808754e2	1
308	0.203092544110403348051023145916912745868825623517893350909116e2	2
315	0.205498502351452202718450872105916033822259160638382719473976e2	1
322	0.207877893995879650231167770319334553677321870410796366459963e2	2
329	0.210231580123796813012862275177240995204913401419850957318413e2	2
336	0.212560376280548599125237099549048482098362489115310625128405e2	1
343	0.214865055778152808656381901632668992857374444229255611420699e2	1
350	0.217146352695243187473745363507951186493242105754578246976378e2	2
358	0.219725810714693960154557107895311919628468482337412052452445e2	1
366	0.22227662535849485800315426207904502869877438645285419780524e2	2
374	0.22479973015202606498674617171412153037719651600096332814632e2	1
382	0.227296008988189307071106601570405102317556708695166191215842e2	3
390	0.229766299745102541362297147257187141001028291918342567339788e2	1
398	0.232211397571641785031370596911034381071479791448669509865459e2	2
406	0.234632057877354283197856301391225454229626039416772074639755e2	2
415	0.237326983375621817249968172550561850674392757340391556268843e2	1
424	0.239992859254288297844447739149026199926125868556688813417428e2	2
433	0.242630605149632422795037822122082021794549097185287361300378e2	1
442	0.245241093176466012261256133576001534083665339591946393549194e2	2
451	0.247825151296497102142481328795950536538251226260645894597876e2	2
461	0.250666284697295649504113777067946414101533907838114584480305e2	2
471	0.253476783273678032006191780647448486242059190180051357763867e2	2
481	0.256257617130989686350733405877865284460141067419596593805055e2	2
491	0.259009706230181762533330436871804905743721465402784663141431e2	1
501	0.261733923943118391312879394137114063844356076729712109355768e2	2
512	0.264699361385344822442728305278775071540233539628529348912151e2	2
523	0.267633126410632318724170704363571723652192128280242307038452e2	3
534	0.270536212681950976757676794523084528217884431262689262017333e2	2
545	0.273409562966480361361262568888010694086071444056972557707277e2	2
556	0.276254072712234532485980789032760725788373418540209179160521e2	2
568	0.279325281056703428472756610861371702478045971985941149054677e2	2
580	0.282364228968566569222164715537233300779263554804756124534291e2	3
592	0.285371912186306177816039375727165389365009120254307604753073e2	2
604	0.288349276255228433941847208276998455932384959245825547256769e2	3
617	0.291541581087325252277915901465517180891910426149669802971255e2	2
630	0.294700442420520002945290376323673152415665611805059100751684e2	3
643	0.297826889828009334443836020114583681751255548659858548965029e2	2
656	0.300921901116701001608906634219308323361485514938815948189956e2	3
670	0.304220899106942227642813723941762245489960034661647539580111e2	3
684	0.307485619013634053553375932469364514401907724859800415409632e2	3
698	0.310717107633886898159716330402237550359946794996363442257273e2	2
712	0.313916359546381811076926137602166578469683978486410622162424e2	3
727	0.317309430335226200384221865734126214613256979437035232704768e2	2
742	0.320667685746597697985045061228725314001358269231603058715501e2	3
757	0.323992175977620447716713988118176756097615748740524342584125e2	3
773	0.327502206195883200529967809228169208273687621561788870292865e2	3
789	0.330976105861041317845200631956157575443630523186950670237852e2	3
805	0.334414968254091572369251990896569061740214070748553850203824e2	3
