#
# zeta expansion terms n^2 * (2-d_n)   
#
# computed to precision of 1050 decimal places
# computed up to order of 25250 
# computed with 28838 bits of default mpf 
2	0.556829159258389348534689288296653666629538940786608282770538e1
12	0.237107611896427007987943237107931359297818102060948715694854e2
22	0.278179290046280992278505784623287249511628588555760740237127e2
32	0.294397423961232289221136282279908259620149409031311793361478e2
42	0.302860000075794263071877412282429564307131825207752055347891e2
52	0.308006387763610440573666007447643819903459813336315692868814e2
62	0.311450127899197900451563840078675432322866610519208204374895e2
72	0.313910507784511974288983333415713100500280850950885892631785e2
82	0.315753734856233878326033339112712806894778180779888502605112e2
92	0.317184327966786511989374377705268065262375203658196260344998e2
102	0.318326227219725972296970101571143535346432068628755955978226e2
112	0.319258917186623370509551716211485831940674329578105927536218e2
122	0.320034981562348867505256035899339087024283801103201391638531e2
132	0.320690342706058532419740601780968581266782924044699886118295e2
142	0.321250696932457900527258731468191048264351742191789941006185e2
152	0.321735250857666233904321356403813155337622557774241986436431e2
162	0.322158671309672722437429312331642394083775584514189725272259e2
172	0.32253213944697655270792958398198487294698255083648980178643e2
182	0.322864104852829830970823272545388910280621157237352211647227e2
192	0.323160974873309074804486302144044499269130313537643618339562e2
202	0.323427742680180389024988234646437152194646533803943761681518e2
212	0.323668485411773631741974245329347506748200367105180161257828e2
222	0.323886689559885987395602543423089641291860810772412179912854e2
232	0.324085413829209640430253273036042811337954572900178727492235e2
242	0.324267337800675789904053778387876277663008791797375999653337e2
252	0.324434755770813387863351230238641597871091788287675201707933e2
262	0.324589564855477789648491866985231990905785360422576252536207e2
272	0.324733276266289797817766496189290015485581454959002388427459e2
282	0.324867058428350139458558480527233196508084880928801323110766e2
292	0.324991805939614379861473857241450311774967477940965838470584e2
302	0.3251082209307794223414019724749395921498694256575052843994e2
312	0.325216892214575536535719859224055235393062530155142592273154e2
322	0.325318360592324374188140592147403993691329459059326442157975e2
332	0.325413163576849703693728053316579810344983425384524973611486e2
342	0.325501857822197207933130740070929697173235135842062843022353e2
352	0.325585021611464996216303996213890553749309073436403662562972e2
362	0.325663242352934453592989598479556091599039256374370803350516e2
372	0.325737095144270338656153304741543780056675592250483618661743e2
382	0.325807118340822133575615695224221337870492733181988933644235e2
392	0.325873791088932239377173711151789411719464738414497478660275e2
402	0.325937516352318749229272910297404380655433678995761776166032e2
412	0.325998611405246799065244585761133666662138240884698303783977e2
422	0.326057306337209811811223809892090454922800193825796585763637e2
432	0.326113749962585404761216243548217364042034317678463613845903e2
442	0.326168021724148805669728370514421105730835340587860244509939e2
452	0.32622014772582846222910333892239364733271396178612846459994e2
462	0.326270118888359558717534905732172713907965117867353216621169e2
472	0.326317909327528068032155808392447789698008847346412529857825e2
482	0.32636349333520763636471150681937526261833128402152537802597e2
492	0.326406859726961378431238755647852717375902614688089949961987e2
502	0.32644802274422606187429169663710170615486688755386111639878e2
512	0.326487029114418459185839894988497866885425821591116897142829e2
522	0.326523961243053818100775942469176883373159505329357185183986e2
532	0.326558936815807654631867383655211229734499045136046523734604e2
542	0.326592105314615505429644111650610287334498332158380344958494e2
552	0.326623642098894149450460471914798230505991149342767821905082e2
562	0.32665374077611984640865978027246532457876864115151919213437e2
572	0.326682604595182932403244963829005305034174221664327029174246e2
582	0.326710437553548756762518146616169533941006596104822003741774e2
592	0.326737435828588340644529720527766251697430443698109365212393e2
602	0.326763780037465828096008969163704499126783249734603338122168e2
612	0.32678962871046745701546343908623923806404714868059898290301e2
622	0.326815113239699508215554660590557997213922357796486867791388e2
632	0.326840334446768936224025478231193094556945410096161381988684e2
642	0.326865360805463760654719649571364188583509800357741376414746e2
652	0.326890228262718113075041426106857462004796496995747917576206e2
662	0.32691494152569884538708298285092405628047908012723105808017e2
672	0.32693947662563595181689883665087523980214159862853033558656e2
682	0.326963784529798166844694726492481501980110728477946207308329e2
692	0.326987795550641666331632902366952353490502967753189903639843e2
702	0.327011424293845337737218451717369444973691203091160067486926e2
712	0.327034574892495893827517264458785019317287772302665402130206e2
722	0.327057146290700417004235577468714349455820121994294477538901e2
732	0.327079037363941997314028633767458122149900537622669204032282e2
742	0.32710015169320181275122638589676744462578016218788195831061e2
752	0.327120401843074265990763522683960769638439342980223548898309e2
762	0.32713971302886995405376399850753155402812160441116233569229e2
772	0.327158026092384231249425799095589300161174751928260285049258e2
782	0.327175299739253321726081363275279865913280864431122402354904e2
792	0.327191512021567110549991791398464304246790297804129881381897e2
802	0.327206661076881122918646565295309338214904466930356250179473e2
812	0.327220765158451458221935214921457395882178927616524780301503e2
822	0.327233862011116710534284492877631420500419671021372609959553e2
832	0.327246007662678507032779068706831449055025463417659683967134e2
842	0.327257274711959328499278174815139110218208713101543291849445e2
852	0.327267750202145681965545574544268286592717659175800613534783e2
862	0.327277533171859055908012963577771451247247920132830059929877e2
872	0.327286731977010004752499646866700036263066312339424872792562e2
882	0.327295461474301308152025289375932278523206013666864833749429e2
892	0.327303840152696999075101321537217747049840186200619407489418e2
902	0.327311987292712574497754614298503082904385735417049389074925e2
912	0.327320020225445006381133387876415748323174828869033104560518e2
922	0.327328051754264141785767283094950810941160160760110359214449e2
932	0.327336187792413429321692913378984816657547099724824481240146e2
942	0.32734452525976389433835804077683020357036735793473814780837e2
952	0.327353150271935769628116734780913702887469718315151113896951e2
962	0.32736213664520867635822545435146239507560356600221128210145e2
972	0.327371544731301578361176503901501040417824352279544652931991e2
982	0.327381420587393094603845544580990438289591386921631392801575e2
992	0.327391795478805761546249836302808493525578921757790403268473e2
1002	0.327402685704691359188424040944253126073716694086104389692007e2
1012	0.327414092730890961868090967424452880021422099843102057901087e2
1022	0.327426003608934821258816859059099220958470905841160567946461e2
1032	0.32743839165589866885620599147073403579202041843440810360663e2
1042	0.327451217366526862089858523998471379060251983149458298275621e2
1052	0.327464429526632353629266531062052169579239270118398396274823e2
1062	0.327477966495236818121339377218647086918501427983484070543202e2
1072	0.327491757622157672178591210689307699140916580132643429217395e2
1082	0.327505724767709755219262343482516659662860843621292301858442e2
1092	0.327519783891789879309011523343091671334629260900536353133033e2
1102	0.327533846680770814297606392251323048723591179272157107082634e2
1112	0.327547822182264995391632913316288491133870043882891982015932e2
1122	0.32756161841984558716479243583308369953443118628596208785189e2
1132	0.327575143962154162265286430731127763986483865091805840883915e2
1142	0.327588309423404469460592378556205503763728189255102393504705e2
1152	0.327601028875039554180448678293811120331944359972682061848582e2
1162	0.327613221151149253159309053896866959945746479626850422573083e2
1172	0.327624811033147156960108082779735536447796500511941820835076e2
1182	0.327635730302087139848448250598201277817010730873041115227736e2
1192	0.327645918649822548569434272024967524174165850066827516923938e2
1202	0.327655324442935615400788098711080667545774065498718290514898e2
1212	0.327663905335956439391427629038171566582816273289357950051783e2
1222	0.327671628732821896773318987776948257051341691923101916891871e2
1232	0.327678472097772843567736740468645143095305444732508136490478e2
1242	0.327684423118936158248885160067111663258393216973738976799415e2
1252	0.327689479729674781971901167332618008018238960785654689654642e2
1262	0.327693649994406795780081399852498140933019761317361740369802e2
1272	0.327696951866990724179092391655626157682846102780775231200765e2
1282	0.327699412830949352171633228808964333900562721175250177663974e2
1292	0.32770106943176228940412372317697889131368747216381417523127e2
1302	0.327701966712204980518842735099961859056324728627276037925451e2
1312	0.327702157562257847761565310407211428407662582260350393518409e2
1322	0.327701701995464680538982111374009660181404192720262585381031e2
1332	0.327700666363796704697637893684852496154018015603639541026964e2
1342	0.327699122523091585022581753503105046972290195301223776831849e2
1352	0.327697146960999384130580116725036552664800794262673349854988e2
1362	0.327694819899095197329156732206955101571500831574346783804741e2
1372	0.327692224380426044883177679593146124882642697579589338497842e2
1382	0.327689445353262890654710723494596439879139281546818988866403e2
1392	0.327686568761242441544585805395144269235288853058914102449984e2
1402	0.327683680649422369808271835247216656666759830177534793863255e2
