#
# intermediate decimal precision = 25
#
# zero decimal precision = 10
#
#
1531	 0.633670318188682469	  14.7936869242184059
1825	 0.615142175330830931	  15.0647502545979091
2175	 0.568853839826299446	  15.0493351089655008
2591	 0.551801168745415183	  14.8053970756950246
3085	 0.547856120597445928	  15.0047096201415844
3673	 0.575296718820130892	  14.7009752515052607
4371	 0.590577432036769601	  15.0346413226921083
5203	 0.604063154127856827	  14.8699224922472464
# 6191	                    0	                    0
7367	 0.610412579367820118	  14.9832890007321229
8765	 0.476540674143481058	    15.04286761728914
10427	 0.528438232656989637	  15.0757916130174348
12403	 0.556431647853808942	  14.8536816825863323
# 14753	 0.541947372888404111	  14.7999999999999989
17549	 0.551344219335388241	  14.9411850982917525
20873	 0.419915669955856996	  15.2025244414280429
24827	  0.49241515102385125	  14.9928335527091097
29529	 0.506705992502041735	  14.8574081612292641
# 35121	                    0	                    0
41771	 0.524763072940021891	  14.9265027978086522
49679	 0.493311277310804486	  14.8277828099682818
59083	 0.522961642130381987	  14.9365170521054083
# 70265	                    0	                    0
83563	 0.479395550540713811	  14.9678266929980737
99377	 0.504867668152880866	   14.919949808949152
# 118183                       0                       0
# 140549                       0                       0
167145	0.457484656302171444	14.9148285672074952
198775	0.500441773137857759	14.9491860987744296
# 236389	 0.498932352474248497	  14.8999999999999986
281119	0.457341910728962964	15.0379763830364901 
# 334313	 0.444484283221672549	  14.8999999999999986
397571	0.499419943512718012	14.8796276602078912
472799	0.471019022446169944	14.9495664316903323
# 562259	                    0	                    0
668647	 0.400467277037681202	  14.9865985199650247
795163	 0.465315093984969619	  14.8999999999999986
945617	 0.458512703907079988	  14.9083977355974966
1124539	 0.477964241519600153	  14.9362492930563242
1337313	 0.477459742394109266	  14.9250310286987151
1590347	 0.450508058371012321	  14.9604981030847135
1891255	  0.45969027145480279	  14.9128867658823729
2249097	 0.427185490059052431	  14.9325788169563189
2674647	  0.46461433284666992	  14.9298071516108788
3180713	 0.460898087916537857	  14.9050718146346597
3782531	 0.444154845001936693	  14.9310927770699031
4498217	 0.469338780852027848	  14.9227503605136498
5349315	  0.45942168239919301	  14.9304571927677969
6361447	 0.467641432663883916	  14.9270926194663573
7565083	 0.454302067587632363	  14.9110855005679745
8996455	 0.464416407910318185	  14.9371437317867315
10698653	 0.460190530523409802	  14.9336715211644062
12722919	  0.44952665327654967	  14.9228290901150515
15130189	 0.466477708847909678	  14.9224545306086007
17992933	 0.455942134823543399	  14.9239902614461233
21397327	 0.463337747421068369	  14.9202860576923619
25445857	 0.453710115871240938	  14.9187298290310455
30260399	 0.451898083454780997	  14.9241860888881934
35985885	 0.459580385051533091	  14.9206527515084328
42794675	 0.461991827696485335	  14.9235573773706651
50891735  0.461501740874777078     14.9234486850897863
60520817  0.465982091588459046      14.917941533645811
71971791  0.449131809937254767     14.9206745927522562
85589369	 0.456851894342918174	  14.9167653609614916

