#
# liouville zeta expansion terms d_n + 1 + gamma(n+0.5)/gamma(n+1)/zeta(1/2)   
#
# computed to precision of 300 decimal places
# computed up to order of 6000 
# computed with 7096 bits of default mpf 
2	-0.168067002833873486999149536863760060470025396091988689482926e0	186
3	-0.636630689786200531337362609873537195631894847137552625522551e-1	0
4	-0.140776774898284276100562062171480917452328061362865870672959e-1	0
5	0.702787648390102570886525764754202799032643879986283045640844e-2	0
6	0.141043559763932168668933803003013697240492693351669251843639e-1	0
7	0.147199516782592248613024953066983359149418344415950777051654e-1	0
8	0.127072657362690070787938242166914873960534614986724050537304e-1	0
9	0.992818787170802825759780678383633666864671669345765804047081e-2	1
10	0.72265197885425968709690533422644951220638284773891693134559e-2	0
11	0.493315255923298385787481675089653880600756133158047692534283e-2	0
12	0.313067352198452369641067944619673053638599009631316444245651e-2	0
13	0.179000862491800077755234434129058451637309778147409254069e-2	0
14	0.839427374902011161182049532999097992777993680950980888284701e-3	0
15	0.19803796726233108069289373231868492454010051947699684937358e-3	0
16	-0.209152814735706217693081448773687179530254315112153363863939e-3	0
17	-0.445554453016355596332920263724296423119262059964379867098041e-3	0
18	-0.561892723671778133833777335521777706864459126465083502423469e-3	0
19	-0.597186270198439976477408731334471206851789981624883601271033e-3	0
20	-0.58051080244718830933872609477230134534672725012032150845575e-3	0
21	-0.53291306765210329957553080333508558496507408231123946405822e-3	0
22	-0.469181632060334999397256856841660680739641484133952636412792e-3	0
23	-0.399361015819885142160908003883009528057060795120950661435601e-3	0
24	-0.329985907074949070817831780330613750071114180941755037731539e-3	0
25	-0.265054422829621010990523701196273490412020334428330635390936e-3	1
26	-0.206776301830491088608307156205508771938922630156164229390933e-3	0
27	-0.156135884572759941832355521339252212485705545181092666957929e-3	0
28	-0.113307496220216688886716006818656926325519838261027584686594e-3	0
29	-0.779560167381697070632832234800488601750278933101611533907194e-4	0
30	-0.494498836883544450813417736870842322155369714451443403264672e-4	0
31	-0.270084543128721284540254075104326626444295214119738830306339e-4	0
32	-0.98009596273020875382917787866558469048807840538902198496156e-5	0
33	0.298965852216275601925100459263624496379393000779992956282536e-5	0
34	0.121279391340420244495257025710017178189550359415161353273104e-4	0
35	0.183045747335205065652606321479415031518801021848167675931349e-4	0
36	0.221269955830160808021760891209037731187416896615519830588383e-4	0
37	0.241178128998425561274051299031529285045530185985346089932968e-4	1
38	0.247182163706629554971661404946014860882662708273529573729874e-4	0
39	0.242942791792942035682867128569104023147390149309463193026063e-4	0
40	0.231447574791727248678125674465857743904631572292426743562883e-4	0
41	0.21509433749887414936876836991900826266317072505336988018418e-4	0
42	0.195773867301511476078603417845387500721600678320794576202301e-4	1
43	0.17494807311257305685401244992029558169121874848971735371364e-4	0
44	0.153721450619792410376760133215791221315036477107128983029291e-4	0
45	0.132904830839594572229599647793338564540146563505058942720514e-4	0
46	0.113071140951347999968593269893874168890867187488024270381944e-4	0
47	0.946033878327821474377539799415104760561549875448680894685397e-5	0
48	0.777353653850184076433431767442140817962958727858293182699924e-5	0
49	0.625857451406856030340283629782654821891552923128406426653183e-5	0
50	0.491862783176774826246663340886146131110330977846747358848401e-5	0
51	0.375048470052823510540312585658193368513761861033182689299175e-5	1
52	0.274640742980848299003968934595448440163894157206661095610207e-5	0
53	0.189561531765816240680170512245231714332085183385276717064994e-5	0
54	0.118544922835271781276045117236222316621031854939238886561546e-5	0
55	0.602271054809564800504204510702182252419959447048054014770671e-6	0
