# 
# characterisitic equation 
# Dimension=3
0.36	-0.236773	0.11604	-0.0448067	0.0158154	-0.00559095	0.00200145	-0.000717553	0.000257284	-9.242e-05	3.32429e-05
0.34	-0.234732	0.108938	-0.039643	0.0131561	-0.00437874	0.00147818	-0.000500066	0.000169243	-5.73991e-05	1.94963e-05
0.32	-0.23189	0.101644	-0.0347286	0.0107909	-0.00336776	0.00106805	-0.000339699	0.00010813	-3.45023e-05	1.10278e-05
0.3	-0.228249	0.0942056	-0.0300901	0.00871183	-0.00253763	0.000752775	-0.000224162	6.68365e-05	-1.99843e-05	5.98695e-06
0.28	-0.223807	0.0866705	-0.0257504	0.00690773	-0.00186778	0.000515659	-0.000143077	3.97736e-05	-1.10932e-05	3.10093e-06
0.26	-0.218566	0.0790868	-0.0217283	0.00536469	-0.00133783	0.000341715	-8.78516e-05	2.26465e-05	-5.86085e-06	1.52074e-06
0.24	-0.212524	0.0715027	-0.018039	0.00406636	-0.000927976	0.000217741	-5.15255e-05	1.22388e-05	-2.92092e-06	6.99274e-07
0.22	-0.205682	0.063966	-0.0146937	0.00299437	-0.0006193	0.000132329	-2.85923e-05	6.21057e-06	-1.35692e-06	2.97586e-07
0.2	-0.198041	0.0565248	-0.0117	0.00212869	-0.000394072	7.58353e-05	-1.48127e-05	2.91499e-06	-5.77907e-07	1.15111e-07
0.18	-0.189599	0.049227	-0.00906141	0.00144801	-0.00023597	4.0297e-05	-7.02361e-06	1.23753e-06	-2.20185e-07	3.94154e-08
0.16	-0.180358	0.0421208	-0.00677767	0.000930167	-0.000130265	1.93243e-05	-2.9514e-06	4.58265e-07	-7.21325e-08	1.14497e-08
0.14	-0.170316	0.035254	-0.00484472	0.000552464	-6.39701e-05	7.95684e-06	-1.03425e-06	1.38152e-07	-1.88478e-08	2.60486e-09
0.12	-0.159475	0.0286747	-0.00325464	0.000292112	-2.59298e-05	2.50083e-06	-2.59036e-07	2.82881e-08	-3.21792e-09	3.75568e-10
0.1	-0.147833	0.0224308	-0.00199567	0.000126582	-6.8712e-06	3.48646e-07	-1.63144e-08	6.39924e-10	-1.25324e-11	-1.35926e-12
0.08	-0.135391	0.0165705	-0.00105221	3.40008e-05	5.93501e-07	-2.10596e-07	2.37658e-08	-2.17271e-09	1.84731e-10	-1.52264e-11
0.06	-0.12215	0.0111416	-0.000404813	-6.46999e-06	2.01022e-06	-1.83796e-07	1.29187e-08	-8.22528e-10	5.06472e-11	-3.07789e-12
0.04	-0.108108	0.00619218	-3.0206e-05	-1.42471e-05	1.1722e-06	-6.33091e-08	2.8128e-09	-1.15154e-10	4.62102e-12	-1.84773e-13
0.02	-0.0932668	0.00177025	9.87354e-05	-6.94287e-06	2.55423e-07	-6.64822e-09	1.36797e-10	-2.52864e-12	4.62553e-14	-8.63379e-16
-6.93889e-17	-0.0776252	-0.0020762	1.29712e-05	1.93446e-08	-6.96928e-12	-6.11072e-16	1.31059e-20	6.90053e-26	-8.94369e-32	-2.8594e-38
-0.02	-0.0611836	-0.00529918	-0.000252698	-6.21124e-06	-6.23264e-08	9.01285e-10	5.82939e-11	1.72728e-12	4.06886e-14	8.72027e-16
-0.04	-0.0439421	-0.00785068	-0.000659631	-3.55286e-05	-1.33453e-06	-4.10075e-08	-1.20954e-09	-3.72105e-11	-1.21419e-12	-4.20548e-14
-0.06	-0.0259005	-0.00968271	-0.00116535	-9.44861e-05	-5.83468e-06	-3.20356e-07	-1.76186e-08	-9.98355e-10	-5.76081e-11	-3.36653e-12
-0.08	-0.00705894	-0.0107473	-0.00172353	-0.000185912	-1.58302e-05	-1.22359e-06	-9.42991e-08	-7.37713e-09	-5.80786e-10	-4.59208e-11
-0.1	0.0125826	-0.0109963	-0.00228401	-0.000308527	-3.3426e-05	-3.31474e-06	-3.26101e-07	-3.2314e-08	-3.20706e-09	-3.18681e-10
-0.12	0.0330242	-0.0103819	-0.00279279	-0.000456557	-6.01065e-05	-7.26639e-06	-8.67827e-07	-1.03896e-07	-1.24265e-08	-1.48582e-09
-0.14	0.0542658	-0.00885604	-0.00319204	-0.000619352	-9.62319e-05	-1.37291e-05	-1.92772e-06	-2.7039e-07	-3.78275e-08	-5.28557e-09
-0.16	0.0763073	-0.00637068	-0.00342006	-0.000781004	-0.000140488	-2.31334e-05	-3.73454e-06	-6.00517e-07	-9.61903e-08	-1.53783e-08
-0.18	0.0991489	-0.00287785	-0.00341135	-0.000919955	-0.000189289	-3.5417e-05	-6.46772e-06	-1.17318e-06	-2.1173e-07	-3.81163e-08
-0.2	0.12279	0.00167046	-0.00309653	-0.00100862	-0.000236138	-4.96717e-05	-1.01386e-05	-2.04912e-06	-4.11515e-07	-8.23833e-08
-0.22	0.147232	0.00732225	-0.00240241	-0.00101301	-0.000270936	-6.37033e-05	-1.44107e-05	-3.21486e-06	-7.11414e-07	-1.56809e-07
-0.24	0.172474	0.0141255	-0.00125195	-0.000892324	-0.000279247	-7.3497e-05	-1.8344e-05	-4.48711e-06	-1.08586e-06	-2.61421e-07
-0.26	0.198515	0.0221283	0.000435735	-0.00059859	-0.000241522	-7.25843e-05	-2.00503e-05	-5.36321e-06	-1.41213e-06	-3.69069e-07
-0.28	0.225357	0.0313785	0.00274536	-7.62693e-05	-0.000132267	-5.13015e-05	-1.6242e-05	-4.80058e-06	-1.37688e-06	-3.89594e-07
-0.3	0.252998	0.0419242	0.0057655	0.000738125	8.08263e-05	4.06293e-06	-1.6589e-06	-9.05413e-07	-3.28987e-07	-1.06723e-07
-0.32	0.28144	0.0538133	0.00958853	0.00191641	0.0004378	0.000112242	3.16462e-05	9.49236e-06	2.94126e-06	9.26256e-07
-0.34	0.310681	0.067094	0.0143107	0.00353914	0.000987396	0.000298088	9.51804e-05	3.14039e-05	1.05215e-05	3.55076e-06
-0.36	0.340723	0.0818141	0.0200321	0.00569593	0.00178806	0.000593804	0.000205064	7.24156e-05	2.58253e-05	9.25174e-06
-0.38	0.371565	0.0980217	0.0268567	0.00848591	0.00290902	0.00104032	0.000383282	0.000143625	5.42048e-05	2.05229e-05
-0.4	0.403206	0.115765	0.0348921	0.0120181	0.00443136	0.00168878	0.000659161	0.000260819	0.000103772	4.13887e-05
-0.42	0.435648	0.135091	0.0442501	0.0164117	0.00644917	0.00260226	0.00107109	0.000445924	0.000186478	7.81329e-05
-0.44	0.468889	0.156049	0.055046	0.0217966	0.00907079	0.00385755	0.00166851	0.000728793	0.00031951	0.000140297
-0.46	0.502931	0.178687	0.0673992	0.0283137	0.01242	0.00554715	0.00251419	0.00114936	0.000527074	0.000242024
-0.48	0.537772	0.203052	0.0814327	0.0361153	0.0166373	0.00778145	0.00368686	0.0017602	0.00084264	0.000403835
-0.5	0.573414	0.229192	0.0972735	0.0453655	0.0218812	0.010691	0.00528412	0.00262966	0.00131175	0.000654959
-0.52	0.609855	0.257156	0.115052	0.0562406	0.0283299	0.0144293	0.00742581	0.00384539	0.00199545	0.00103633
-0.54	0.647097	0.286992	0.134904	0.0689295	0.0361823	0.0191749	0.0102577	0.00551865	0.00297454	0.00160442
-0.56	0.685139	0.318747	0.156967	0.0836338	0.0456596	0.0251351	0.0139558	0.00778922	0.00435468	0.00243608
-0.58	0.72398	0.352469	0.181383	0.100569	0.057007	0.0325484	0.0187306	0.0108311	0.00627253	0.00363459
-0.6	0.763622	0.388207	0.2083	0.119963	0.0704951	0.0416884	0.0248329	0.014859	0.00890312	0.00533717
-0.62	0.804063	0.426008	0.237866	0.142059	0.0864215	0.0528666	0.0325587	0.020136	0.0124686	0.00772422
-0.64	0.845305	0.465921	0.270235	0.167115	0.105113	0.0664369	0.042256	0.0269819	0.0172485	0.0110306
-0.66	0.887346	0.507993	0.305566	0.195403	0.126925	0.0827993	0.0543313	0.0357832	0.0235917	0.0155595
-0.68	0.930188	0.552273	0.344019	0.22721	0.152248	0.102404	0.0692575	0.0470035	0.0319309	0.0216986
-0.7	0.97383	0.598808	0.385761	0.26284	0.181504	0.125756	0.0875814	0.0611966	0.0427984	0.0299402
-0.72	1.01827	0.647647	0.43096	0.302611	0.215151	0.153419	0.109933	0.0790195	0.0568456	0.0409048
-0.74	1.06351	0.698837	0.479789	0.346859	0.253687	0.186024	0.137036	0.101248	0.0748644	0.0553689
-0.76	1.10955	0.752427	0.532425	0.395937	0.297646	0.224267	0.169715	0.128796	0.0978123	0.0742983
-0.78	1.1564	0.808464	0.58905	0.450213	0.347607	0.268924	0.208911	0.162729	0.126841	0.0988865
-0.8	1.20404	0.866996	0.649847	0.510076	0.40419	0.320848	0.255691	0.204293	0.163328	0.1306
-0.82	1.25248	0.928072	0.715005	0.575929	0.468062	0.380982	0.311263	0.25493	0.208915	0.171233
-0.84	1.30172	0.99174	0.784716	0.648195	0.539938	0.450361	0.376985	0.316311	0.265549	0.222965
-0.86	1.35176	1.05805	0.859176	0.727318	0.620583	0.53012	0.454387	0.390359	0.335527	0.288435
-0.88	1.4026	1.12704	0.938585	0.813758	0.710812	0.621502	0.545183	0.479282	0.421552	0.370821
-0.9	1.45425	1.19877	1.02315	0.907995	0.811497	0.725861	0.651288	0.585606	0.52679	0.473934
-0.92	1.50669	1.27328	1.11307	1.01053	0.923566	0.844677	0.774838	0.712215	0.654937	0.602326
-0.94	1.55993	1.35063	1.20857	1.12188	1.04801	0.979557	0.918209	0.862388	0.810291	0.761412
-0.96	1.61397	1.43085	1.30985	1.2426	1.18586	1.13225	1.08404	1.03984	0.997837	0.957607
-0.98	1.66881	1.51401	1.41714	1.37323	1.33825	1.30464	1.27524	1.24879	1.22333	1.19849
