#
# Max = 600
#
0	0	0	-nan
0.6	0.36	0.485656	-3.82848
1.2	1.44	3.11492	0.54776
1.8	3.24	10.2893	1.15225
2.4	5.76	24.0878	1.27122
3	9	51.2451	1.39009
3.6	12.96	97.1641	1.48201
4.2	17.64	161.897	1.49331
4.8	23.04	244.799	1.44674
5.4	29.16	377.146	1.49598
6	36	585.77	1.61969
6.6	43.56	802.877	1.59695
7.2	51.84	1054.52	1.54924
7.8	60.84	1487.54	1.651
8.4	70.56	1965.74	1.68057
9	81	2446.85	1.63886
9.6	92.16	3133.88	1.66907
10.2	104.04	4033.98	1.731
10.8	116.64	4499.16	1.57384
11.4	129.96	5539.92	1.59649
12	144	7016.94	1.68176
12.6	158.76	8456.58	1.70019
13.2	174.24	10142	1.72391
13.8	190.44	12010.3	1.73838
14.4	207.36	13659	1.69457
15	225	16064.7	1.71868
15.6	243.36	18091	1.6784
16.2	262.44	21598	1.74667
16.8	282.24	24319.2	1.72267
17.4	302.76	26666.5	1.66199
18	324	30013.6	1.65277
18.6	345.96	34375.8	1.67913
19.2	368.64	39619.5	1.72297
19.8	392.04	44741.1	1.73828
20.4	416.16	50020.6	1.7419
21	441	58770.8	1.84007
21.6	466.56	63884.7	1.80356
22.2	492.84	65398.7	1.66941
22.8	519.84	69226.6	1.60199
23.4	547.56	79702.2	1.6762
24	576	93173.7	1.78501
24.6	605.16	104443	1.8268
25.2	635.04	112575	1.80156
25.8	665.64	119230	1.74932
26.4	696.96	125215	1.68758
27	729	137906	1.71051
27.6	761.76	150854	1.72505
28.2	795.24	162388	1.71493
28.8	829.44	182650	1.7843
29.4	864.36	195006	1.76495
30	900	204632	1.71851
30.6	936.36	221250	1.72656
31.2	973.44	239086	1.73611
31.8	1011.24	264955	1.79268
32.4	1049.76	284393	1.79522
33	1089	299581	1.76654
33.6	1128.96	308797	1.70299
34.2	1169.64	328031	1.69391
34.8	1211.04	365655	1.76997
35.4	1253.16	398883	1.81189
36	1296	432465	1.84536
36.6	1339.56	401960	1.61286
37.2	1383.84	416376	1.57257
37.8	1428.84	501539	1.78464
38.4	1474.56	560834	1.88192
39	1521	567021	1.79587
39.6	1568.16	604464	1.80854
40.2	1616.04	640814	1.81275
40.8	1664.64	642705	1.72037
41.4	1713.96	682428	1.72986
42	1764	712424	1.71148
42.6	1814.76	728098	1.65893
43.2	1866.24	796715	1.7229
43.8	1918.44	826884	1.69835
44.4	1971.36	899121	1.7552
45	2025	982055	1.82331
45.6	2079.36	1.02717e+06	1.81495
46.2	2134.44	1.02936e+06	1.73208
46.8	2190.24	1.03311e+06	1.65649
47.4	2246.76	1.14346e+06	1.74812
48	2304	1.23614e+06	1.80293
48.6	2361.96	1.32618e+06	1.84639
49.2	2420.64	1.35504e+06	1.80189
49.8	2480.04	1.28633e+06	1.63463
50.4	2540.16	1.34413e+06	1.63318
51	2601	1.51223e+06	1.75777
51.6	2662.56	1.67772e+06	1.86652
52.2	2724.84	1.74327e+06	1.85724
52.8	2787.84	1.72932e+06	1.76513
53.4	2851.56	1.78871e+06	1.75004
54	2916	1.85926e+06	1.74444
54.6	2981.16	1.9274e+06	1.73498
55.2	3047.04	1.95878e+06	1.69242
55.8	3113.64	1.98659e+06	1.64823
56.4	3180.96	2.16113e+06	1.72253
57	3249	2.33806e+06	1.791
57.6	3317.76	2.44938e+06	1.80397
58.2	3387.24	2.42701e+06	1.7193
58.8	3457.44	2.54245e+06	1.73304
59.4	3528.36	2.81146e+06	1.84473
60	3600	2.87406e+06	1.81596
60.6	3672.36	2.90141e+06	1.76598
61.2	3745.44	2.96209e+06	1.73741
61.8	3819.24	3.07851e+06	1.7407
62.4	3893.76	3.27943e+06	1.78819
63	3969	3.36092e+06	1.76789
63.6	4044.96	3.44384e+06	1.7481
64.2	4121.64	3.55233e+06	1.74063
64.8	4199.04	3.76174e+06	1.77988
65.4	4277.16	3.87458e+06	1.77082
66	4356	3.75638e+06	1.65883
66.6	4435.56	4.01323e+06	1.71294
67.2	4515.84	4.25176e+06	1.75454
67.8	4596.84	4.40391e+06	1.75755
68.4	4678.56	4.62083e+06	1.78398
69	4761	4.6985e+06	1.75531
69.6	4844.16	4.73728e+06	1.71305
70.2	4928.04	5.0865e+06	1.78085
70.8	5012.64	5.24305e+06	1.77777
71.4	5097.96	5.20634e+06	1.71011
72	5184	5.25903e+06	1.67383
72.6	5270.76	5.43587e+06	1.67687
73.2	5358.24	5.93964e+06	1.77634
73.8	5446.44	6.46646e+06	1.87533
74.4	5535.36	6.34307e+06	1.78427
75	5625	6.49155e+06	1.7716
75.6	5715.36	6.78303e+06	1.79638
76.2	5806.44	7.07109e+06	1.8177
76.8	5898.24	6.93507e+06	1.7308
77.4	5990.76	6.82291e+06	1.65357
78	6084	7.38478e+06	1.73839
78.6	6177.96	7.74354e+06	1.77093
79.2	6272.64	8.27829e+06	1.8397
79.8	6368.04	8.38196e+06	1.81047
80.4	6464.16	7.91621e+06	1.66223
81	6561	8.19208e+06	1.67259
81.6	6658.56	8.84811e+06	1.75692
82.2	6756.84	9.13932e+06	1.76527
82.8	6855.84	9.45954e+06	1.77766
83.4	6955.56	9.88764e+06	1.80817
84	7056	9.95218e+06	1.77139
84.6	7157.16	1.00234e+07	1.73677
85.2	7259.04	1.00103e+07	1.68885
85.8	7361.64	9.894e+06	1.62559
86.4	7464.96	1.09964e+07	1.75979
87	7569	1.20474e+07	1.87826
87.6	7673.76	1.18959e+07	1.80712
88.2	7779.24	1.16425e+07	1.72362
88.8	7885.44	1.18161e+07	1.7051
89.4	7992.36	1.21264e+07	1.70593
90	8100	1.28658e+07	1.76478
90.6	8208.36	1.33354e+07	1.78385
91.2	8317.44	1.32627e+07	1.73043
91.8	8427.24	1.32352e+07	1.68458
92.4	8537.76	1.40471e+07	1.74444
93	8649	1.49966e+07	1.81735
93.6	8760.96	1.53417e+07	1.81453
94.2	8873.64	1.52332e+07	1.7587
94.8	8987.04	1.54917e+07	1.74613
95.4	9101.16	1.58203e+07	1.74113
96	9216	1.64225e+07	1.76507
96.6	9331.56	1.73356e+07	1.81983
97.2	9447.84	1.77959e+07	1.82492
97.8	9564.84	1.73895e+07	1.74223
98.4	9682.56	1.77743e+07	1.74006
99	9801	1.88007e+07	1.7987
99.6	9920.16	1.89137e+07	1.76863
