#
# K = 1573 / 2860 =  0.55000000000000004 =  0.54999999999999993
#
#
#------------------------
#
0	0.272727	1	0	0	3.66667
1	0.301342	0.808081	2.52323e-17	0	12.1678
2	0.952861	-0.00113494	-0.0338587	-8.20051e-17	12.7697
3	0.952784	-0.00127827	-0.00120448	-0.035933	13.4026
4	0.952695	-0.00144356	-0.0013584	-0.00127998	14.0681
5	0.952591	-0.00163519	-0.00153639	-0.00144575	14.7682
6	0.95247	-0.00185863	-0.00174333	-0.001638	15.5052
7	0.952328	-0.00212089	-0.00198543	-0.00186227	16.2813
8	0.952159	-0.00243098	-0.00227065	-0.00212563	17.0994
9	0.951956	-0.0028007	-0.0026093	-0.00243721	17.9624
10	0.951711	-0.00324575	-0.00301502	-0.00280897	18.8737
11	0.951411	-0.00378733	-0.00350609	-0.00325686	19.8376
12	0.951039	-0.0044547	-0.00410748	-0.00380248	20.8589
13	0.950569	-0.00528916	-0.00485403	-0.00447569	21.9436
14	0.949966	-0.00635046	-0.00579557	-0.00531878	23.0993
15	0.949175	-0.00772778	-0.00700535	-0.00639323	24.3362
16	0.948108	-0.00955894	-0.00859473	-0.00779126	25.6682
17	0.946621	-0.0120662	-0.0107397	-0.00965635	27.1156
18	0.944464	-0.0156271	-0.0137317	-0.0122221	28.7101
19	0.941161	-0.0209257	-0.0180834	-0.0158901	30.505
20	0.935728	-0.0293086	-0.0247649	-0.0214012	32.6002
21	0.925837	-0.0437421	-0.0358053	-0.0302544	35.2116
22	0.904766	-0.0718869	-0.0560757	-0.045901	38.918
23	0.845325	-0.139147	-0.100014	-0.0780165	46.039
24	0.482008	-0.380532	-0.230108	-0.165394	95.5151
25	0.941364	-0.130637	-0.035406	-0.0214101	101.465
26	0.497495	0.450016	0	0	203.951
27	0.424169	-0.450016	-0.407068	0	480.824
28	0.953463	0	0	0	504.292
29	0.953463	0	0	0	528.906
30	0.953463	0	0	0	554.722
31	0.953463	0	0	0	581.797
32	0.953463	0	0	0	610.194
33	0.953463	0	0	0	639.977
34	0.953463	0	0	0	671.213
35	0.953463	0	0	0	703.974
36	0.953463	0	0	0	738.335
37	0.953463	0	0	0	774.372
38	0.953463	0	0	0	812.168
39	0.953463	0	0	0	851.809
40	0.953463	0	0	0	893.385
41	0.953463	0	0	0	936.99
42	0.953463	0	0	0	982.723
43	0.953463	0	0	0	1030.69
44	0.953463	0	0	0	1081
45	0.953463	0	0	0	1133.76
46	0.953463	0	0	0	1189.1
47	0.953463	0	0	0	1247.13
48	0.953463	0	0	0	1308
49	0.953463	0	0	0	1371.85
50	0.953463	0	0	0	1438.81
51	0.590222	0	0	0	2437.74
52	0.648717	0	0	0	3757.78
53	0.953463	0	0	0	3941.2
54	0.953463	0	0	0	4133.56
55	0.953463	0	0	0	4335.32
56	0.953463	0	0	0	4546.92
57	0.953463	0	0	0	4768.85
58	0.953463	0	0	0	5001.61
59	0.953463	0	0	0	5245.73
60	0.953463	0	0	0	5501.77
61	0.953463	0	0	0	5770.31
62	0.953463	0	0	0	6051.95
63	0.953463	0	0	0	6347.34
64	0.953463	0	0	0	6657.14
65	0.953463	0	0	0	6982.07
66	0.953463	0	0	0	7322.86
67	0.953463	0	0	0	7680.28
68	0.953463	0	0	0	8055.14
69	0.953463	0	0	0	8448.3
70	0.953463	0	0	0	8860.66
71	0.953463	0	0	0	9293.13
72	0.953463	0	0	0	9746.72
73	0.953463	0	0	0	10222.4
74	0.953463	0	0	0	10721.4
75	0.953463	0	0	0	11244.7
76	0.953463	0	0	0	11793.5
77	0.882839	0	0	0	13358.6
78	0.328264	0.877151	0	0	40694.8
79	0.951028	-0.00447341	-0.0119533	0	42790.3
80	0.950556	-0.00531274	-0.00487504	-0.0130265	45016.1
81	0.949949	-0.00638073	-0.0058223	-0.00534262	47387.9
82	0.949152	-0.0077675	-0.00704005	-0.00642391	49926.6
83	0.948076	-0.00961246	-0.00864088	-0.00783163	52660.9
84	0.946577	-0.0121407	-0.0108029	-0.00971097	55633
85	0.944398	-0.0157351	-0.0138216	-0.0122985	58908.4
86	0.941056	-0.0210906	-0.0182171	-0.0160017	62598.2
87	0.935549	-0.0295789	-0.0249767	-0.0215738	66910.7
88	0.925491	-0.0442309	-0.0361705	-0.0305427	72297.5
89	0.903955	-0.0729134	-0.0567893	-0.0464403	79979.2
90	0.842587	-0.141927	-0.101727	-0.0792312	94921
91	0.449426	-0.393565	-0.236342	-0.1694	211205
92	0.944903	-0.112421	-0.0281215	-0.0168874	223520
93	0.468742	0	0	0	476851
94	0.953463	0	0	0	500126
95	0.953463	0	0	0	524536
96	0.953463	0	0	0	550138
97	0.953463	0	0	0	576990
98	0.953463	0	0	0	605152
99	0.953463	0	0	0	634689
100	0.953463	0	0	0	665667
101	0.953463	0	0	0	698158
102	0.953463	0	0	0	732234
103	0.953463	0	0	0	767973
104	0.953463	0	0	0	805457
105	0.953463	0	0	0	844771
106	0.953463	0	0	0	886003
107	0.953463	0	0	0	929248
108	0.953463	0	0	0	974603
109	0.953463	0	0	0	1.02217e+06
110	0.953463	0	0	0	1.07206e+06
111	0.953463	0	0	0	1.12439e+06
112	0.953463	0	0	0	1.17927e+06
113	0.953463	0	0	0	1.23683e+06
114	0.953463	0	0	0	1.2972e+06
115	0.953463	0	0	0	1.36051e+06
116	0.953463	0	0	0	1.42692e+06
117	0.953463	0	0	0	1.49656e+06
118	0.677156	0	0	0	2.21007e+06
119	0.928011	0	0	0	2.38151e+06
120	0.853661	0	0	0	2.78976e+06
121	0.953463	0	0	0	2.92593e+06
122	0.953463	0	0	0	3.06874e+06
123	0.953463	0	0	0	3.21852e+06
124	0.953463	0	0	0	3.37561e+06
125	0.953463	0	0	0	3.54037e+06
126	0.953463	0	0	0	3.71318e+06
127	0.953463	0	0	0	3.89441e+06
128	0.953463	0	0	0	4.08449e+06
129	0.953463	0	0	0	4.28385e+06
130	0.953463	0	0	0	4.49294e+06
131	0.953463	0	0	0	4.71224e+06
132	0.953463	0	0	0	4.94224e+06
133	0.953463	0	0	0	5.18346e+06
134	0.953463	0	0	0	5.43646e+06
135	0.953463	0	0	0	5.70181e+06
136	0.953463	0	0	0	5.98011e+06
137	0.953463	0	0	0	6.27199e+06
138	0.953463	0	0	0	6.57812e+06
139	0.953463	0	0	0	6.89919e+06
140	0.953463	0	0	0	7.23593e+06
141	0.953463	0	0	0	7.58911e+06
142	0.953463	0	0	0	7.95952e+06
143	0.953463	0	0	0	8.34802e+06
144	0.953463	0	0	0	8.75547e+06
145	0.268545	0	0	0	3.26034e+07
146	0.953463	0	0	0	3.41947e+07
147	0.953463	0	0	0	3.58637e+07
148	0.953463	0	0	0	3.76142e+07
149	0.527094	0	0	0	7.13614e+07
150	0.941724	0	0	0	7.57775e+07
151	0.895512	0	0	0	8.46191e+07
152	0.953463	0	0	0	8.87493e+07
153	0.953463	0	0	0	9.30811e+07
154	0.953463	0	0	0	9.76242e+07
155	0.953463	0	0	0	1.02389e+08
156	0.953463	0	0	0	1.07387e+08
157	0.953463	0	0	0	1.12628e+08
158	0.953463	0	0	0	1.18125e+08
159	0.953463	0	0	0	1.23891e+08
160	0.953463	0	0	0	1.29938e+08
161	0.953463	0	0	0	1.3628e+08
162	0.953463	0	0	0	1.42932e+08
163	0.953463	0	0	0	1.49908e+08
164	0.953463	0	0	0	1.57225e+08
165	0.953463	0	0	0	1.64899e+08
166	0.953463	0	0	0	1.72947e+08
167	0.953463	0	0	0	1.81389e+08
168	0.953463	0	0	0	1.90242e+08
169	0.953463	0	0	0	1.99528e+08
170	0.953463	0	0	0	2.09266e+08
171	0.953463	0	0	0	2.1948e+08
172	0.953463	0	0	0	2.30193e+08
173	0.953463	0	0	0	2.41428e+08
174	0.953463	0	0	0	2.53212e+08
