179	0.099279 4.12932	1.6	2.72	3.504	4.0528
180	0.0998336 4.08267	1.6	2.72	3.504	4.0528
181	0.100388 4.04495	1.6	2.72	3.504	4.0528
182	0.100943 4.11901	1.6	2.72	3.504	4.0528
183	0.101498 4.05741	1.6	2.72	3.504	4.0528
184	0.102052 3.98967	1.6	2.72	3.504	4.0528
185	0.102607 3.97558	1.6	2.72	3.504	4.0528
186	0.103161 3.94929	1.6	2.72	3.504	4.0528
187	0.103716 3.89386	1.6	2.72	3.504	4.0528
188	0.104271 4.04522	1.6	2.72	3.504	4.0528
189	0.104825 3.97494	1.6	2.72	3.504	4.0528
190	0.10538 3.96085	1.6	2.72	3.504	4.0528
191	0.105935 3.88154	1.6	2.72	3.504	4.0528
192	0.106489 3.88336	1.6	2.72	3.504	4.0528
193	0.107044 3.81139	1.6	2.72	3.504	4.0528
194	0.107598 3.8441	1.6	2.72	3.504	4.0528
195	0.108153 3.78868	1.6	2.72	3.504	4.0528
196	0.108708 3.73226	1.6	2.72	3.504	4.0528
197	0.109262 3.58884	1.6	2.72	3.504	4.0528
198	0.109817 3.89061	1.6	2.72	3.504	4.0528
199	0.110372 3.85181	1.6	2.72	3.504	4.0528
200	0.110926 3.8141	1.6	2.72	3.504	4.0528
201	0.111481 3.81928	1.6	2.72	3.504	4.0528
202	0.112035 3.71103	1.6	2.72	3.504	4.0528
203	0.11259 3.60558	1.6	2.72	3.504	4.0528
204	0.113145 3.70857	1.6	2.72	3.504	4.0528
205	0.113699 3.62421	1.6	2.72	3.504	4.0528
206	0.114254 3.54671	1.6	2.72	3.504	4.0528
207	0.114809 3.6649	1.6	2.72	3.504	4.0528
208	0.115363 3.60947	1.6	2.72	3.504	4.0528
209	0.115918 3.54438	1.6	2.72	3.504	4.0528
210	0.116473 3.40964	1.6	2.72	3.504	4.0528
211	0.117027 3.4373	1.6	2.72	3.504	4.0528
212	0.117582 3.29652	1.6	2.72	3.504	4.0528
213	0.118136 3.76028	1.6	2.72	3.504	4.0528
214	0.118691 3.7099	1.6	2.72	3.504	4.0528
215	0.119246 3.67591	1.6	2.72	3.504	4.0528
216	0.1198 3.66869	1.6	2.72	3.504	4.0528
217	0.120355 3.58938	1.6	2.72	3.504	4.0528
218	0.12091 3.49633	1.6	2.72	3.504	4.0528
219	0.121464 3.5265	1.6	2.72	3.504	4.0528
220	0.122019 3.4624	1.6	2.72	3.504	4.0528
221	0.122573 3.4172	1.6	2.72	3.504	4.0528
222	0.123128 3.52299	1.6	2.72	3.504	4.0528
223	0.123683 3.4226	1.6	2.72	3.504	4.0528
224	0.124237 3.42273	1.6	2.72	3.504	4.0528
225	0.124792 3.27676	1.6	2.72	3.504	4.0528
226	0.125347 3.25042	1.6	2.72	3.504	4.0528
227	0.125901 3.15015	1.6	2.72	3.504	4.0528
228	0.126456 3.3965	1.6	2.72	3.504	4.0528
229	0.127011 3.32453	1.6	2.72	3.504	4.0528
230	0.127565 3.25572	1.6	2.72	3.504	4.0528
231	0.12812 3.26566	1.6	2.72	3.504	4.0528
232	0.128674 3.11102	1.6	2.72	3.504	4.0528
233	0.129229 2.96038	1.6	2.72	3.504	4.0528
234	0.129784 3.07857	1.6	2.72	3.504	4.0528
235	0.130338 2.92539	1.6	2.72	3.504	4.0528
236	0.130893 2.87892	1.6	2.72	3.504	4.0528
237	0.131448 3.54515	1.6	2.72	3.504	4.0528
238	0.132002 3.51503	1.6	2.72	3.504	4.0528
239	0.132557 3.46946	1.6	2.72	3.504	4.0528
240	0.133111 3.36907	1.6	2.72	3.504	4.0528
241	0.133666 3.3945	1.6	2.72	3.504	4.0528
242	0.134221 3.27866	1.6	2.72	3.504	4.0528
243	0.134775 3.34031	1.6	2.72	3.504	4.0528
244	0.13533 3.26835	1.6	2.72	3.504	4.0528
245	0.135885 3.21111	1.6	2.72	3.504	4.0528
246	0.136439 3.32812	1.6	2.72	3.504	4.0528
247	0.136994 3.24013	1.6	2.72	3.504	4.0528
248	0.137549 3.14336	1.6	2.72	3.504	4.0528
249	0.138103 3.10297	1.6	2.72	3.504	4.0528
250	0.138658 3.09689	1.6	2.72	3.504	4.0528
251	0.139212 2.97383	1.6	2.72	3.504	4.0528
252	0.139767 3.19377	1.6	2.72	3.504	4.0528
253	0.140322 3.13834	1.6	2.72	3.504	4.0528
254	0.140876 3.07325	1.6	2.72	3.504	4.0528
255	0.141431 2.90957	1.6	2.72	3.504	4.0528
256	0.141986 2.94591	1.6	2.72	3.504	4.0528
257	0.14254 2.8167	1.6	2.72	3.504	4.0528
258	0.143095 2.84741	1.6	2.72	3.504	4.0528
259	0.143649 2.73557	1.6	2.72	3.504	4.0528
260	0.144204 2.64992	1.6	2.72	3.504	4.0528
261	0.144759 3.04318	1.6	2.72	3.504	4.0528
262	0.145313 2.98775	1.6	2.72	3.504	4.0528
263	0.145868 2.93134	1.6	2.72	3.504	4.0528
264	0.146423 2.80817	1.6	2.72	3.504	4.0528
265	0.146977 2.81557	1.6	2.72	3.504	4.0528
266	0.147532 2.69505	1.6	2.72	3.504	4.0528
267	0.148087 2.72575	1.6	2.72	3.504	4.0528
268	0.148641 2.61763	1.6	2.72	3.504	4.0528
269	0.149196 2.52041	1.6	2.72	3.504	4.0528
270	0.14975 2.6794	1.6	2.72	3.504	4.0528
271	0.150305 2.48678	1.6	2.72	3.504	4.0528
272	0.15086 2.50722	1.6	2.72	3.504	4.0528
273	0.151414 2.2734	1.6	2.72	3.504	4.0528
274	0.151969 2.31291	1.6	2.72	3.504	4.0528
275	0.152524 2.05274	1.6	2.72	3.504	4.0528
276	0.153078 3.83189	1.6	2.72	3.504	2.58933
277	0.153633 3.79055	1.6	2.72	3.504	2.58933
278	0.154187 3.77283	1.6	2.72	3.504	2.58933
279	0.154742 3.76778	1.6	2.72	3.504	2.58933
280	0.155297 3.72644	1.6	2.72	3.504	2.58933
281	0.155851 3.66738	1.6	2.72	3.504	2.58933
282	0.156406 3.70268	1.6	2.72	3.504	2.58933
283	0.156961 3.65231	1.6	2.72	3.504	2.58933
284	0.157515 3.61832	1.6	2.72	3.504	2.58933
285	0.15807 3.67997	1.6	2.72	3.504	2.58933
286	0.158625 3.63863	1.6	2.72	3.504	2.58933
287	0.159179 3.57957	1.6	2.72	3.504	2.58933
288	0.159734 3.53401	1.6	2.72	3.504	2.58933
289	0.160288 3.53051	1.6	2.72	3.504	2.58933
290	0.160843 3.43011	1.6	2.72	3.504	2.58933
291	0.161398 3.60618	1.6	2.72	3.504	2.58933
292	0.161952 3.54458	1.6	2.72	3.504	2.58933
293	0.162507 3.48553	1.6	2.72	3.504	2.58933
294	0.163062 3.43128	1.6	2.72	3.504	2.58933
295	0.163616 3.45672	1.6	2.72	3.504	2.58933
296	0.164171 3.40129	1.6	2.72	3.504	2.58933
297	0.164725 3.41375	1.6	2.72	3.504	2.58933
298	0.16528 3.33361	1.6	2.72	3.504	2.58933
299	0.165835 3.31348	1.6	2.72	3.504	2.58933
300	0.166389 3.17992	1.6	2.72	3.504	2.58933
301	0.166944 3.47183	1.6	2.72	3.504	2.58933
302	0.167499 3.42145	1.6	2.72	3.504	2.58933
303	0.168053 3.38746	1.6	2.72	3.504	2.58933
304	0.168608 3.38024	1.6	2.72	3.504	2.58933
305	0.169163 3.30093	1.6	2.72	3.504	2.58933
306	0.169717 3.21656	1.6	2.72	3.504	2.58933
307	0.170272 3.25831	1.6	2.72	3.504	2.58933
308	0.170826 3.18263	1.6	2.72	3.504	2.58933
309	0.171381 3.14901	1.6	2.72	3.504	2.58933
310	0.171936 3.23454	1.6	2.72	3.504	2.58933
311	0.17249 3.1544	1.6	2.72	3.504	2.58933
312	0.173045 3.13428	1.6	2.72	3.504	2.58933
313	0.1736 3.00857	1.6	2.72	3.504	2.58933
314	0.174154 2.97437	1.6	2.72	3.504	2.58933
315	0.174709 2.88279	1.6	2.72	3.504	2.58933
316	0.175263 3.32124	1.6	2.72	3.504	2.58933
317	0.175818 3.29112	1.6	2.72	3.504	2.58933
318	0.176373 3.24555	1.6	2.72	3.504	2.58933
319	0.176927 3.14516	1.6	2.72	3.504	2.58933
320	0.177482 3.17059	1.6	2.72	3.504	2.58933
321	0.178037 3.05475	1.6	2.72	3.504	2.58933
322	0.178591 3.1164	1.6	2.72	3.504	2.58933
323	0.179146 3.04444	1.6	2.72	3.504	2.58933
324	0.1797 2.9872	1.6	2.72	3.504	2.58933
325	0.180255 3.10421	1.6	2.72	3.504	2.58933
326	0.18081 3.01621	1.6	2.72	3.504	2.58933
327	0.181364 2.91945	1.6	2.72	3.504	2.58933
328	0.181919 2.87906	1.6	2.72	3.504	2.58933
329	0.182474 2.85272	1.6	2.72	3.504	2.58933
330	0.183028 2.74123	1.6	2.72	3.504	2.58933
331	0.183583 2.9496	1.6	2.72	3.504	2.58933
332	0.184138 2.91443	1.6	2.72	3.504	2.58933
333	0.184692 2.84933	1.6	2.72	3.504	2.58933
334	0.185247 2.68566	1.6	2.72	3.504	2.58933
335	0.185801 2.722	1.6	2.72	3.504	2.58933
336	0.186356 2.57254	1.6	2.72	3.504	2.58933
337	0.186911 2.6235	1.6	2.72	3.504	2.58933
338	0.187465 2.50297	1.6	2.72	3.504	2.58933
339	0.18802 2.40576	1.6	2.72	3.504	2.58933
340	0.188575 3.11479	1.6	2.72	3.504	2.58933
341	0.189129 3.04451	1.6	2.72	3.504	2.58933
342	0.189684 3.05068	1.6	2.72	3.504	2.58933
343	0.190238 2.96268	1.6	2.72	3.504	2.58933
344	0.190793 2.95293	1.6	2.72	3.504	2.58933
345	0.191348 2.88882	1.6	2.72	3.504	2.58933
346	0.191902 2.91367	1.6	2.72	3.504	2.58933
347	0.192457 2.8785	1.6	2.72	3.504	2.58933
348	0.193012 2.79315	1.6	2.72	3.504	2.58933
349	0.193566 2.63733	1.6	2.72	3.504	2.58933
350	0.194121 2.83002	1.6	2.72	3.504	2.58933
351	0.194676 2.74566	1.6	2.72	3.504	2.58933
352	0.19523 2.66816	1.6	2.72	3.504	2.58933
353	0.195785 2.65531	1.6	2.72	3.504	2.58933
354	0.196339 2.57612	1.6	2.72	3.504	2.58933
355	0.196894 2.76341	1.6	2.72	3.504	2.58933
356	0.197449 2.66301	1.6	2.72	3.504	2.58933
357	0.198003 2.66314	1.6	2.72	3.504	2.58933
358	0.198558 2.51718	1.6	2.72	3.504	2.58933
359	0.199113 2.51109	1.6	2.72	3.504	2.58933
360	0.199667 2.38272	1.6	2.72	3.504	2.58933
361	0.200222 2.45839	1.6	2.72	3.504	2.58933
362	0.200776 2.32664	1.6	2.72	3.504	2.58933
363	0.201331 2.28116	1.6	2.72	3.504	2.58933
364	0.201886 2.61282	1.6	2.72	3.504	2.58933
365	0.20244 2.53268	1.6	2.72	3.504	2.58933
366	0.202995 2.51255	1.6	2.72	3.504	2.58933
367	0.20355 2.37899	1.6	2.72	3.504	2.58933
368	0.204104 2.37291	1.6	2.72	3.504	2.58933
369	0.204659 2.28132	1.6	2.72	3.504	2.58933
370	0.205214 2.32805	1.6	2.72	3.504	2.58933
371	0.205768 2.22525	1.6	2.72	3.504	2.58933
372	0.206323 2.11454	1.6	2.72	3.504	2.58933
373	0.206877 2.26144	1.6	2.72	3.504	2.58933
374	0.207432 2.13827	1.6	2.72	3.504	2.58933
375	0.207987 2.10952	1.6	2.72	3.504	2.58933
376	0.208541 1.901	1.6	2.72	3.504	2.58933
377	0.209096 1.85097	1.6	2.72	3.504	2.58933
378	0.209651 1.74303	1.6	2.72	3.504	2.58933
379	0.210205 2.79878	1.6	2.72	3.504	2.58933
380	0.21076 2.7484	1.6	2.72	3.504	2.58933
381	0.211314 2.71441	1.6	2.72	3.504	2.58933
382	0.211869 2.70719	1.6	2.72	3.504	2.58933
383	0.212424 2.62788	1.6	2.72	3.504	2.58933
384	0.212978 2.53483	1.6	2.72	3.504	2.58933
385	0.213533 2.58526	1.6	2.72	3.504	2.58933
386	0.214088 2.50958	1.6	2.72	3.504	2.58933
387	0.214642 2.45571	1.6	2.72	3.504	2.58933
388	0.215197 2.56149	1.6	2.72	3.504	2.58933
389	0.215752 2.4611	1.6	2.72	3.504	2.58933
390	0.216306 2.46123	1.6	2.72	3.504	2.58933
391	0.216861 2.33552	1.6	2.72	3.504	2.58933
392	0.217415 2.30918	1.6	2.72	3.504	2.58933
393	0.21797 2.20106	1.6	2.72	3.504	2.58933
394	0.218525 2.435	1.6	2.72	3.504	2.58933
395	0.219079 2.36303	1.6	2.72	3.504	2.58933
396	0.219634 2.31448	1.6	2.72	3.504	2.58933
397	0.220189 2.30416	1.6	2.72	3.504	2.58933
398	0.220743 2.17846	1.6	2.72	3.504	2.58933
399	0.221298 2.01128	1.6	2.72	3.504	2.58933
400	0.221852 2.12575	1.6	2.72	3.504	2.58933
401	0.222407 1.97629	1.6	2.72	3.504	2.58933
402	0.222962 1.93767	1.6	2.72	3.504	2.58933
403	0.223516 2.27655	1.6	2.72	3.504	2.58933
404	0.224071 2.22112	1.6	2.72	3.504	2.58933
405	0.224626 2.15603	1.6	2.72	3.504	2.58933
406	0.22518 1.97127	1.6	2.72	3.504	2.58933
407	0.225735 2.04027	1.6	2.72	3.504	2.58933
408	0.22629 1.87841	1.6	2.72	3.504	2.58933
409	0.226844 1.99542	1.6	2.72	3.504	2.58933
410	0.227399 1.87489	1.6	2.72	3.504	2.58933
411	0.227953 1.73525	1.6	2.72	3.504	2.58933
412	0.228508 1.90409	1.6	2.72	3.504	2.58933
413	0.229063 1.82491	1.6	2.72	3.504	2.58933
414	0.229617 1.74314	1.6	2.72	3.504	2.58933
415	0.230172 1.7284	1.6	2.72	3.504	2.58933
416	0.230727 1.50749	1.6	2.72	3.504	2.58933
417	0.231281 2.11062	1.6	2.72	3.504	2.58933
418	0.231836 2.0313	1.6	2.72	3.504	2.58933
419	0.23239 1.93826	1.6	2.72	3.504	2.58933
420	0.232945 1.86076	1.6	2.72	3.504	2.58933
421	0.2335 1.86816	1.6	2.72	3.504	2.58933
422	0.234054 1.78898	1.6	2.72	3.504	2.58933
423	0.234609 1.82331	1.6	2.72	3.504	2.58933
424	0.235164 1.74413	1.6	2.72	3.504	2.58933
425	0.235718 1.65114	1.6	2.72	3.504	2.58933
426	0.236273 1.39959	1.6	2.72	3.504	2.58933
427	0.236828 1.64594	1.6	2.72	3.504	2.58933
428	0.237382 1.51301	1.6	2.72	3.504	2.58933
429	0.237937 1.46654	1.6	2.72	3.504	2.58933
430	0.238491 1.40865	1.6	2.72	3.504	2.58933
431	0.239046 1.21177	1.6	2.72	3.504	2.58933
432	0.239601 1.54959	1.6	2.72	3.504	2.58933
433	0.240155 1.43893	1.6	2.72	3.504	2.58933
434	0.24071 1.34848	1.6	2.72	3.504	2.58933
435	0.241265 1.34243	1.6	2.72	3.504	2.58933
436	0.241819 1.15779	1.6	2.72	3.504	2.58933
437	0.242374 1.23701	1.6	2.72	3.504	2.58933
438	0.242928 1.0161	1.6	2.72	3.504	2.58933
439	0.243483 1.0113	1.6	2.72	3.504	2.58933
440	0.244038 0.654368	1.6	2.72	3.504	2.58933
441	0.244592 3.20469	1.6	2.72	1.41333	1.96213
442	0.245147 3.1836	1.6	2.72	1.41333	1.96213
443	0.245702 3.14563	1.6	2.72	1.41333	1.96213
444	0.246256 3.07535	1.6	2.72	1.41333	1.96213
445	0.246811 3.09924	1.6	2.72	1.41333	1.96213
446	0.247366 3.03233	1.6	2.72	1.41333	1.96213
447	0.24792 3.07548	1.6	2.72	1.41333	1.96213
448	0.248475 3.02511	1.6	2.72	1.41333	1.96213
449	0.249029 2.99112	1.6	2.72	1.41333	1.96213
450	0.249584 2.87046	1.6	2.72	1.41333	1.96213
451	0.250139 3.01143	1.6	2.72	1.41333	1.96213
452	0.250693 2.94452	1.6	2.72	1.41333	1.96213
453	0.251248 2.90681	1.6	2.72	1.41333	1.96213
454	0.251803 2.91199	1.6	2.72	1.41333	1.96213
455	0.252357 2.81159	1.6	2.72	1.41333	1.96213
456	0.252912 2.97898	1.6	2.72	1.41333	1.96213
457	0.253466 2.93764	1.6	2.72	1.41333	1.96213
458	0.254021 2.87858	1.6	2.72	1.41333	1.96213
459	0.254576 2.82433	1.6	2.72	1.41333	1.96213
460	0.25513 2.82952	1.6	2.72	1.41333	1.96213
461	0.255685 2.70887	1.6	2.72	1.41333	1.96213
462	0.25624 2.8068	1.6	2.72	1.41333	1.96213
463	0.256794 2.69855	1.6	2.72	1.41333	1.96213
464	0.257349 2.60178	1.6	2.72	1.41333	1.96213
465	0.257903 2.57298	1.6	2.72	1.41333	1.96213
466	0.258458 2.84463	1.6	2.72	1.41333	1.96213
467	0.259013 2.81451	1.6	2.72	1.41333	1.96213
468	0.259567 2.76894	1.6	2.72	1.41333	1.96213
469	0.260122 2.65987	1.6	2.72	1.41333	1.96213
470	0.260677 2.69399	1.6	2.72	1.41333	1.96213
471	0.261231 2.60962	1.6	2.72	1.41333	1.96213
472	0.261786 2.63979	1.6	2.72	1.41333	1.96213
473	0.262341 2.57568	1.6	2.72	1.41333	1.96213
474	0.262895 2.49033	1.6	2.72	1.41333	1.96213
475	0.26345 2.6276	1.6	2.72	1.41333	1.96213
