122	0.067665 4.2265	4.56741	0.300745
123	0.0682196 4.14213	4.50836	0.241689
124	0.0687743 4.30335	4.62121	0.354542
125	0.0693289 4.26455	4.57987	0.313202
126	0.0698835 4.21899	4.56215	0.295486
127	0.0704382 4.23202	4.5571	0.290432
128	0.0709928 4.14403	4.4955	0.228836
129	0.0715474 4.04726	4.42777	0.161099
130	0.0721021 4.12131	4.4796	0.212936
131	0.0726567 4.00547	4.41269	0.146025
132	0.0732113 3.97185	4.37498	0.108314
133	0.0737659 4.24713	4.56768	0.301009
134	0.0743206 4.17686	4.51848	0.251815
135	0.0748752 4.16277	4.50862	0.241952
136	0.0754298 4.08345	4.46728	0.200613
137	0.0759845 4.08527	4.45437	0.187705
138	0.0765391 4.01331	4.404	0.13733
139	0.0770937 4.04602	4.4269	0.160229
140	0.0776484 3.99059	4.3881	0.12143
141	0.078203 3.9255	4.34253	0.0758636
142	0.0787576 3.78207	4.24213	-0.0245319
143	0.0793123 3.94211	4.35416	0.0874938
144	0.0798669 3.82627	4.28725	0.0205832
145	0.0804215 3.77239	4.24954	-0.0171284
146	0.0809762 3.78765	4.24604	-0.0206272
147	0.0815308 3.70847	4.19061	-0.0760556
148	0.0820854 4.09654	4.46226	0.195595
149	0.08264 4.03495	4.43332	0.166658
150	0.0831947 3.96721	4.37173	0.105062
151	0.0837493 3.95312	4.36187	0.0951996
152	0.0843039 3.93468	4.34896	0.0822916
153	0.0848586 3.8714	4.31884	0.0521729
154	0.0854132 3.90411	4.34174	0.0750723
155	0.0859678 3.79503	4.25121	-0.0154608
156	0.0865225 3.80384	4.25737	-0.00929369
157	0.0870771 3.6492	4.14912	-0.117544
158	0.0876317 3.7803	4.24089	-0.0257741
159	0.0881864 3.70462	4.20209	-0.064574
160	0.088741 3.671	4.16438	-0.102286
161	0.0892956 3.64946	4.14931	-0.117359
162	0.0898502 3.48579	4.04891	-0.217755
163	0.0904049 3.74516	4.2163	-0.0503698
164	0.0909595 3.65717	4.1547	-0.111965
165	0.0915141 3.5604	4.08696	-0.179703
166	0.0920688 3.52002	4.07287	-0.193792
167	0.0926234 3.51393	4.05443	-0.212232
168	0.093178 3.39087	3.98247	-0.284196
169	0.0937327 3.42892	3.99493	-0.271739
170	0.0942873 3.34974	3.9395	-0.327167
171	0.0948419 3.26797	3.88226	-0.384407
172	0.0953966 4.29118	4.59851	0.331844
173	0.0959512 4.26224	4.57825	0.311588
174	0.0965058 4.22959	4.56957	0.302906
175	0.0970605 4.20319	4.53691	0.270248
176	0.0976151 4.20682	4.53945	0.272788
177	0.0981697 4.14522	4.51052	0.24385
178	0.0987243 4.07748	4.44892	0.182255
179	0.099279 4.12932	4.48521	0.21854
180	0.0998336 4.08267	4.45255	0.185882
181	0.100388 4.04495	4.42615	0.159484
182	0.100943 4.11901	4.47799	0.211321
183	0.101498 4.05741	4.44905	0.182383
184	0.102052 3.98967	4.38745	0.120788
185	0.102607 3.97558	4.37759	0.110926
186	0.103161 3.94929	4.37337	0.106699
187	0.103716 3.89386	4.33457	0.0678989
188	0.104271 4.04522	4.42634	0.159668
189	0.104825 3.97494	4.37714	0.110475
190	0.10538 3.96085	4.36728	0.100612
191	0.105935 3.88154	4.32594	0.0592729
192	0.106489 3.88336	4.31303	0.0463649
193	0.107044 3.81139	4.26266	-0.00400998
194	0.107598 3.8441	4.28556	0.0188893
195	0.108153 3.78868	4.24676	-0.0199106
196	0.108708 3.73226	4.22145	-0.0452203
197	0.109262 3.58884	4.12105	-0.145616
198	0.109817 3.89061	4.33229	0.0656227
199	0.110372 3.85181	4.29095	0.0242834
200	0.110926 3.8141	4.26455	-0.00211475
201	0.111481 3.81928	4.26818	0.00151299
202	0.112035 3.71103	4.20658	-0.0600826
203	0.11259 3.60558	4.11859	-0.148076
204	0.113145 3.70857	4.19068	-0.0759832
205	0.113699 3.62421	4.13163	-0.135039
206	0.114254 3.54671	4.07738	-0.189287
207	0.114809 3.6649	4.16011	-0.106553
208	0.115363 3.60947	4.12131	-0.145353
209	0.115918 3.54438	4.07575	-0.190919
210	0.116473 3.40964	3.99561	-0.271058
211	0.117027 3.4373	4.00079	-0.265875
212	0.117582 3.29652	3.91643	-0.350241
213	0.118136 3.76028	4.22688	-0.0397908
214	0.118691 3.7099	4.20579	-0.0608739
215	0.119246 3.67591	4.16782	-0.098847
216	0.1198 3.66869	4.16277	-0.103901
217	0.120355 3.58938	4.12143	-0.14524
218	0.12091 3.49633	4.04211	-0.224552
219	0.121464 3.5265	4.07742	-0.189251
220	0.122019 3.4624	4.01836	-0.248307
221	0.122573 3.4172	4.0009	-0.265763
222	0.123128 3.52299	4.07496	-0.19171
223	0.123683 3.4226	4.00468	-0.261987
224	0.124237 3.42273	3.99059	-0.276076
225	0.124792 3.27676	3.9026	-0.36407
226	0.125347 3.25042	3.88416	-0.38251
227	0.125901 3.15015	3.79979	-0.466876
228	0.126456 3.3965	3.97223	-0.294437
229	0.127011 3.32453	3.92185	-0.344812
230	0.127565 3.25572	3.88786	-0.378803
231	0.12812 3.26566	3.88064	-0.386022
232	0.128674 3.11102	3.77239	-0.494272
233	0.129229 2.96038	3.66695	-0.599721
234	0.129784 3.07857	3.74968	-0.516987
235	0.130338 2.92539	3.65663	-0.610034
236	0.130893 2.87892	3.6241	-0.642564
237	0.131448 3.54515	4.07629	-0.190382
238	0.132002 3.51503	4.0552	-0.211465
239	0.132557 3.46946	4.03749	-0.229181
240	0.133111 3.36907	3.96721	-0.299458
241	0.133666 3.3945	3.97084	-0.295831
242	0.134221 3.27866	3.90393	-0.362741
243	0.134775 3.34031	3.94708	-0.319586
244	0.13533 3.26835	3.89671	-0.36996
245	0.135885 3.21111	3.84246	-0.424208
246	0.136439 3.32812	3.92437	-0.342301
247	0.136994 3.24013	3.86277	-0.403896
248	0.137549 3.14336	3.79503	-0.471634
249	0.138103 3.10297	3.78094	-0.485723
250	0.138658 3.09689	3.7625	-0.504163
251	0.139212 2.97383	3.69054	-0.576127
252	0.139767 3.19377	3.83032	-0.436346
253	0.140322 3.13834	3.79152	-0.475146
254	0.140876 3.07325	3.74595	-0.520712
255	0.141431 2.90957	3.64556	-0.621108
256	0.141986 2.94591	3.671	-0.595669
257	0.14254 2.8167	3.56638	-0.700291
258	0.143095 2.84741	3.58787	-0.678799
259	0.143649 2.73557	3.52376	-0.742908
260	0.144204 2.64992	3.44963	-0.817038
261	0.144759 3.04318	3.72491	-0.54176
262	0.145313 2.98775	3.68611	-0.58056
263	0.145868 2.93134	3.6608	-0.60587
264	0.146423 2.80817	3.5604	-0.706265
265	0.146977 2.81557	3.56558	-0.701083
266	0.147532 2.69505	3.48122	-0.785449
267	0.148087 2.72575	3.50271	-0.763956
268	0.148641 2.61763	3.42703	-0.839641
269	0.149196 2.52041	3.37315	-0.893514
270	0.14975 2.6794	3.47026	-0.796406
271	0.150305 2.48678	3.34961	-0.917058
272	0.15086 2.50722	3.34974	-0.916929
273	0.151414 2.2734	3.18606	-1.08061
274	0.151969 2.31291	3.21372	-1.05295
275	0.152524 2.05274	3.0316	-1.23507
276	0.153078 3.83189	4.29118	0.0245158
277	0.153633 3.79055	4.26224	-0.00442175
278	0.154187 3.77283	4.24984	-0.0168235
279	0.154742 3.76778	4.23213	-0.0345404
280	0.155297 3.72644	4.20319	-0.0634779
281	0.155851 3.66738	4.16185	-0.104817
282	0.156406 3.70268	4.18656	-0.0801064
283	0.156961 3.65231	4.16548	-0.101189
284	0.157515 3.61832	4.1275	-0.139163
285	0.15807 3.67997	4.17066	-0.096007
286	0.158625 3.63863	4.14172	-0.124945
287	0.159179 3.57957	4.10038	-0.166284
288	0.159734 3.53401	4.08267	-0.184001
289	0.160288 3.53051	4.06604	-0.200629
290	0.160843 3.43011	3.99576	-0.270906
291	0.161398 3.60618	4.11901	-0.14766
292	0.161952 3.54458	4.09007	-0.176597
293	0.162507 3.48553	4.04873	-0.217936
294	0.163062 3.43128	4.01076	-0.25591
295	0.163616 3.45672	4.01438	-0.252282
296	0.164171 3.40129	3.97558	-0.291082
297	0.164725 3.41375	3.99848	-0.268182
298	0.16528 3.33361	3.92821	-0.338459
299	0.165835 3.31348	3.91412	-0.352548
300	0.166389 3.17992	3.83481	-0.431861
301	0.166944 3.47183	4.02496	-0.241705
302	0.167499 3.42145	4.00388	-0.262788
303	0.168053 3.38746	3.96591	-0.300761
304	0.168608 3.38024	3.96085	-0.305815
305	0.169163 3.30093	3.91951	-0.347154
306	0.169717 3.21656	3.86046	-0.40621
307	0.170272 3.25831	3.8755	-0.391166
308	0.170826 3.18263	3.8367	-0.429966
309	0.171381 3.14901	3.79899	-0.467677
310	0.171936 3.23454	3.87304	-0.393624
311	0.17249 3.1544	3.80277	-0.463901
312	0.173045 3.13428	3.78868	-0.47799
313	0.1736 3.00857	3.70068	-0.565984
314	0.174154 2.97437	3.69092	-0.575743
315	0.174709 2.88279	3.62681	-0.639852
316	0.175263 3.32124	3.91955	-0.347119
317	0.175818 3.29112	3.89846	-0.368202
318	0.176373 3.24555	3.88075	-0.385919
319	0.176927 3.14516	3.81047	-0.456196
320	0.177482 3.17059	3.8141	-0.452568
321	0.178037 3.05475	3.74719	-0.519478
322	0.178591 3.1164	3.79034	-0.476323
323	0.179146 3.04444	3.73997	-0.526698
324	0.1797 2.9872	3.68572	-0.580945
325	0.180255 3.10421	3.76763	-0.499038
326	0.18081 3.01621	3.70603	-0.560634
327	0.181364 2.91945	3.6383	-0.628371
328	0.181919 2.87906	3.62421	-0.64246
329	0.182474 2.85272	3.60577	-0.6609
330	0.183028 2.74123	3.51355	-0.75312
331	0.183583 2.9496	3.67358	-0.593084
332	0.184138 2.91443	3.63478	-0.631884
333	0.184692 2.84933	3.58922	-0.67745
334	0.185247 2.68566	3.48882	-0.777845
335	0.185801 2.722	3.51426	-0.752406
336	0.186356 2.57254	3.40964	-0.857029
337	0.186911 2.6235	3.43113	-0.835536
338	0.187465 2.50297	3.34676	-0.919902
339	0.18802 2.40576	3.29289	-0.973776
340	0.188575 3.11479	3.78921	-0.477453
341	0.189129 3.04451	3.74002	-0.526647
342	0.189684 3.05068	3.73016	-0.536509
343	0.190238 2.96268	3.66856	-0.598105
344	0.190793 2.95293	3.67591	-0.590757
345	0.191348 2.88882	3.61685	-0.649813
346	0.191902 2.91367	3.64843	-0.618232
347	0.192457 2.8785	3.60963	-0.657032
348	0.193012 2.79315	3.56407	-0.702598
349	0.193566 2.63733	3.45499	-0.811675
350	0.194121 2.83002	3.5757	-0.690968
351	0.194676 2.74566	3.51664	-0.750024
352	0.19523 2.66816	3.4624	-0.804271
353	0.195785 2.65531	3.46758	-0.799089
354	0.196339 2.57612	3.41215	-0.854517
355	0.196894 2.76341	3.54325	-0.723418
356	0.197449 2.66301	3.47297	-0.793695
357	0.198003 2.66314	3.45888	-0.807784
358	0.198558 2.51718	3.37089	-0.895778
359	0.199113 2.51109	3.35245	-0.914218
360	0.199667 2.38272	3.27676	-0.989902
361	0.200222 2.45839	3.32973	-0.936933
362	0.200776 2.32664	3.23751	-1.02915
363	0.201331 2.28116	3.19149	-1.07517
364	0.201886 2.61282	3.43784	-0.828832
365	0.20244 2.53268	3.36756	-0.899108
366	0.202995 2.51255	3.35347	-0.913198
367	0.20355 2.37899	3.27416	-0.99251
368	0.204104 2.37291	3.25572	-1.01095
369	0.204659 2.28132	3.19161	-1.07506
370	0.205214 2.32805	3.22432	-1.04235
371	0.205768 2.22525	3.15236	-1.11431
372	0.206323 2.11454	3.07486	-1.19181
373	0.206877 2.26144	3.19187	-1.0748
374	0.207432 2.13827	3.09147	-1.17519
375	0.207987 2.10952	3.07135	-1.19532
376	0.208541 1.901	2.92539	-1.34128
377	0.209096 1.85097	2.89036	-1.3763
378	0.209651 1.74303	2.81481	-1.45186
379	0.210205 2.79878	3.55383	-0.712839
380	0.21076 2.7484	3.53274	-0.733922
381	0.211314 2.71441	3.49477	-0.771895
382	0.211869 2.70719	3.48972	-0.776949
383	0.212424 2.62788	3.44838	-0.818288
384	0.212978 2.53483	3.36907	-0.897601
385	0.213533 2.58526	3.40437	-0.862299
386	0.214088 2.50958	3.36557	-0.901099
387	0.214642 2.45571	3.32786	-0.938811
388	0.215197 2.56149	3.40191	-0.864758
389	0.215752 2.4611	3.33163	-0.935035
390	0.216306 2.46123	3.31754	-0.949124
391	0.216861 2.33552	3.22955	-1.03712
392	0.217415 2.30918	3.21111	-1.05556
393	0.21797 2.20106	3.13542	-1.13124
394	0.218525 2.435	3.29918	-0.967485
395	0.219079 2.36303	3.24881	-1.01786
396	0.219634 2.31448	3.21482	-1.05185
397	0.220189 2.30416	3.2076	-1.05907
398	0.220743 2.17846	3.1196	-1.14706
399	0.221298 2.01128	3.00258	-1.26409
400	0.221852 2.12575	3.09689	-1.16978
401	0.222407 1.97629	2.99227	-1.2744
402	0.222962 1.93767	2.95105	-1.31561
403	0.223516 2.27655	3.20245	-1.06422
404	0.224071 2.22112	3.16365	-1.10302
405	0.224626 2.15603	3.11808	-1.14858
406	0.22518 1.97127	2.98875	-1.27792
407	0.225735 2.04027	3.02287	-1.2438
408	0.22629 1.87841	2.90957	-1.3571
409	0.226844 1.99542	2.99147	-1.27519
410	0.227399 1.87489	2.90711	-1.35956
411	0.227953 1.73525	2.80936	-1.45731
412	0.228508 1.90409	2.92755	-1.33912
413	0.229063 1.82491	2.87212	-1.39455
414	0.229617 1.74314	2.81488	-1.45179
415	0.230172 1.7284	2.80457	-1.4621
416	0.230727 1.50749	2.64992	-1.61674
417	0.231281 2.11062	3.07211	-1.19455
418	0.231836 2.0313	3.03078	-1.23589
419	0.23239 1.93826	2.95146	-1.3152
420	0.232945 1.86076	2.89722	-1.36945
421	0.2335 1.86816	2.9024	-1.36427
422	0.234054 1.78898	2.84697	-1.4197
423	0.234609 1.82331	2.871	-1.39566
424	0.235164 1.74413	2.81557	-1.45109
425	0.235718 1.65114	2.75048	-1.51619
426	0.236273 1.39959	2.5744	-1.69227
427	0.236828 1.64594	2.74684	-1.51983
428	0.237382 1.51301	2.65379	-1.61288
429	0.237937 1.46654	2.62126	-1.64541
430	0.238491 1.40865	2.59492	-1.67175
431	0.239046 1.21177	2.44292	-1.82375
432	0.239601 1.54959	2.6794	-1.58727
433	0.240155 1.43893	2.61611	-1.65055
434	0.24071 1.34848	2.53862	-1.72805
435	0.241265 1.34243	2.54856	-1.71811
436	0.241819 1.15779	2.40514	-1.86153
437	0.242374 1.23701	2.47477	-1.7919
438	0.242928 1.0161	2.32013	-1.94654
439	0.243483 1.0113	2.3026	-1.96407
440	0.244038 0.654368	2.05274	-2.21393
441	0.244592 3.20469	3.85214	-0.414524
442	0.245147 3.1836	3.8232	-0.443462
443	0.245702 3.14563	3.8108	-0.455864
444	0.246256 3.07535	3.76161	-0.505057
445	0.246811 3.09924	3.76415	-0.502518
446	0.247366 3.03233	3.73149	-0.535176
447	0.24792 3.07548	3.74752	-0.519146
448	0.248475 3.02511	3.72644	-0.540229
449	0.249029 2.99112	3.68846	-0.578203
450	0.249584 2.87046	3.61819	-0.648479
451	0.250139 3.01143	3.70268	-0.563985
452	0.250693 2.94452	3.67002	-0.596643
453	0.251248 2.90681	3.64363	-0.623041
454	0.251803 2.91199	3.64725	-0.619413
455	0.252357 2.81159	3.57698	-0.68969
456	0.252912 2.97898	3.67997	-0.5867
457	0.253466 2.93764	3.65103	-0.615637
458	0.254021 2.87858	3.60969	-0.656976
459	0.254576 2.82433	3.57172	-0.69495
460	0.25513 2.82952	3.57534	-0.691322
461	0.255685 2.70887	3.50507	-0.761599
462	0.25624 2.8068	3.55944	-0.707222
463	0.256794 2.69855	3.49785	-0.768818
464	0.257349 2.60178	3.43011	-0.836555
465	0.257903 2.57298	3.39577	-0.870901
466	0.258458 2.84463	3.58592	-0.680745
467	0.259013 2.81451	3.56484	-0.701828
468	0.259567 2.76894	3.54712	-0.719545
469	0.260122 2.65987	3.45659	-0.810078
470	0.260677 2.69399	3.48047	-0.786194
471	0.261231 2.60962	3.42142	-0.84525
472	0.261786 2.63979	3.45672	-0.809949
473	0.262341 2.57568	3.39766	-0.869006
474	0.262895 2.49033	3.3521	-0.914572
475	0.26345 2.6276	3.434	-0.832664
476	0.264004 2.51935	3.37241	-0.89426
477	0.264559 2.4139	3.28441	-0.982254
478	0.265114 2.39377	3.27032	-0.996343
479	0.265668 2.37611	3.27214	-0.994527
480	0.266223 2.24437	3.17992	-1.08675
481	0.266778 2.70272	3.50076	-0.765903
482	0.267332 2.66392	3.45942	-0.807242
483	0.267887 2.63861	3.44171	-0.824959
484	0.268441 2.53821	3.37143	-0.895236
485	0.268996 2.51192	3.3672	-0.899462
486	0.269551 2.45649	3.3284	-0.938262
487	0.270105 2.50946	3.3513	-0.915363
488	0.27066 2.43749	3.30093	-0.965738
489	0.271215 2.38894	3.26694	-0.999729
490	0.271769 2.47701	3.32859	-0.938078
491	0.272324 2.38901	3.26699	-0.999674
492	0.272879 2.30465	3.20794	-1.05873
493	0.273433 2.27212	3.18517	-1.0815
494	0.273988 2.24578	3.16673	-1.09994
495	0.274542 2.14297	3.09476	-1.1719
496	0.275097 2.34266	3.23454	-1.03212
497	0.275652 2.28723	3.19574	-1.07092
498	0.276206 2.23082	3.17043	-1.09623
499	0.276761 2.08739	3.07004	-1.19663
500	0.277316 2.11505	3.07522	-1.19145
501	0.27787 1.99453	2.99085	-1.27581
502	0.278425 2.02523	3.01235	-1.25432
503	0.278979 1.91711	2.93666	-1.33
504	0.279534 1.8199	2.88279	-1.38388
505	0.280089 2.50784	3.35017	-0.916493
506	0.280643 2.43757	3.30098	-0.965687
507	0.281198 2.42348	3.29112	-0.975549
508	0.281753 2.34417	3.24978	-1.01689
509	0.282307 2.34598	3.23687	-1.0298
510	0.282862 2.27402	3.1865	-1.08017
511	0.283417 2.30673	3.20939	-1.05727
512	0.283971 2.2513	3.17059	-1.09607
513	0.284526 2.18621	3.12503	-1.14164
514	0.28508 2.04279	3.02463	-1.24203
515	0.285635 2.20282	3.13666	-1.13001
516	0.28619 2.08698	3.06975	-1.19692
517	0.286744 2.05336	3.03204	-1.23463
518	0.287299 2.04836	3.02854	-1.23813
519	0.287854 1.96918	2.97311	-1.29356
520	0.288408 2.13621	3.10421	-1.16246
521	0.288963 2.05607	3.03393	-1.23273
522	0.289517 2.03594	3.01984	-1.24682
523	0.290072 1.90238	2.94053	-1.32614
524	0.290627 1.8963	2.92209	-1.34458
525	0.291181 1.80471	2.85798	-1.40869
526	0.291736 1.85144	2.89069	-1.37597
527	0.292291 1.74864	2.81873	-1.44794
528	0.292845 1.63793	2.74123	-1.52543
529	0.2934 2.00587	2.9988	-1.26787
530	0.293955 1.89762	2.9372	-1.32947
531	0.294509 1.80086	2.86946	-1.3972
532	0.295064 1.78073	2.85537	-1.41129
533	0.295618 1.75439	2.83693	-1.42973
534	0.296173 1.6429	2.74471	-1.52195
535	0.296728 1.68963	2.77743	-1.48924
536	0.297282 1.61045	2.722	-1.54467
537	0.297837 1.50842	2.66476	-1.60191
538	0.298392 1.6545	2.75283	-1.51384
539	0.298946 1.50853	2.66484	-1.60183
540	0.299501 1.34921	2.53913	-1.72754
541	0.300055 1.29152	2.49875	-1.76792
542	0.30061 1.26511	2.48026	-1.78641
543	0.301165 1.09293	2.35974	-1.90693
544	0.301719 2.17158	3.11479	-1.15188
545	0.302274 2.14146	3.0937	-1.17296
546	0.302829 2.08721	3.05573	-1.21094
547	0.303383 1.98682	2.98545	-1.28121
548	0.303938 2.02094	3.00934	-1.25733
549	0.304493 1.93657	2.95028	-1.31638
550	0.305047 1.96674	2.98558	-1.28108
551	0.305602 1.90264	2.92653	-1.34014
552	0.306156 1.84876	2.88882	-1.37785
553	0.306711 1.95455	2.96287	-1.3038
554	0.307266 1.85416	2.89259	-1.37408
555	0.30782 1.7206	2.81328	-1.45339
556	0.308375 1.72072	2.79919	-1.46748
557	0.30893 1.69438	2.78075	-1.48592
558	0.309484 1.6028	2.71664	-1.55003
559	0.310039 1.79994	2.86882	-1.39784
560	0.310593 1.74452	2.83002	-1.43664
561	0.311148 1.67942	2.78446	-1.48221
562	0.311703 1.49466	2.65512	-1.61154
563	0.312257 1.56366	2.68924	-1.57742
564	0.312812 1.4018	2.57594	-1.69073
565	0.313367 1.51881	2.65785	-1.60882
566	0.313921 1.39828	2.57348	-1.69319
567	0.314476 1.25864	2.47573	-1.79094
568	0.315031 1.64935	2.76341	-1.50326
569	0.315585 1.61418	2.72461	-1.54206
570	0.31614 1.54909	2.67904	-1.58762
571	0.316694 1.38541	2.57865	-1.68802
572	0.317249 1.42175	2.60409	-1.66258
573	0.317804 1.29255	2.49946	-1.7672
574	0.318358 1.32325	2.52096	-1.74571
575	0.318913 1.21141	2.45685	-1.80982
576	0.319468 1.12576	2.38272	-1.88395
577	0.320022 1.30583	2.50876	-1.7579
578	0.320577 1.22665	2.45333	-1.81333
579	0.321131 1.10472	2.36798	-1.89868
580	0.321686 0.820515	2.18322	-2.08344
581	0.322241 0.921625	2.23982	-2.02685
582	0.322795 0.633606	2.05239	-2.21428
583	0.32335 1.42436	2.59174	-1.67493
584	0.323905 1.34	2.53268	-1.73399
585	0.324459 1.2625	2.47843	-1.78823
586	0.325014 1.24965	2.48361	-1.78305
587	0.325568 1.17046	2.42819	-1.83848
588	0.326123 1.18826	2.44064	-1.82602
589	0.326678 1.03243	2.33157	-1.9351
590	0.327232 1.03634	2.32012	-1.94655
591	0.327787 0.811194	2.1767	-2.08997
592	0.328342 1.04767	2.32805	-1.93861
593	0.328896 0.906894	2.24369	-2.02298
594	0.329451 0.775102	2.13725	-2.12941
595	0.330006 0.736485	2.1244	-2.14227
596	0.33056 0.634586	2.05307	-2.21359
597	0.331115 0.911171	2.2325	-2.03416
598	0.331669 0.840669	2.19733	-2.06934
599	0.332224 0.750216	2.11983	-2.14683
600	0.332779 0.735483	2.10952	-2.15715
601	0.333333 0.50671	1.96356	-2.30311
602	0.333888 0.63007	2.03573	-2.23094
603	0.334443 0.450491	1.91003	-2.35664
604	0.334997 0.193949	1.73045	-2.53622
605	0.335552 0.107307	1.68398	-2.58269
606	0.336106 1.73254	2.80746	-1.45921
607	0.336661 1.68216	2.78638	-1.48029
