#
# Bin count of mutual information for RandWordPairs
# Words are maximally 8 chars long, formed from 12 letters,
# there were 20 M word pairs observed out of 10^17 possible.
#
#
0	25	0	0
1	24.9	0	0
2	24.8	0	0
3	24.7	0	0
4	24.6	0	0
5	24.5	0	0
6	24.4	0	0
7	24.3	0	0
8	24.2	0	0
9	24.1	0	0
10	24	0	0
11	23.9	0	0
12	23.8	0	0
13	23.7	0	0
14	23.6	0	0
15	23.5	0	0
16	23.4	0	0
17	23.3	0	0
18	23.2	0	0
19	23.1	0	0
20	23	0	0
21	22.9	0	0
22	22.8	0	0
23	22.7	0	0
24	22.6	0	0
25	22.5	0	0
26	22.4	0	0
27	22.3	0	0
28	22.2	0	0
29	22.1	0	0
30	22	0	0
31	21.9	0	0
32	21.8	0	0
33	21.7	0	0
34	21.6	0	0
35	21.5	0	0
36	21.3999999999999	0	0
37	21.2999999999999	0	0
38	21.1999999999999	0	0
39	21.0999999999999	0	0
40	20.9999999999999	0	0
41	20.8999999999999	225480	0.00906942137670573
42	20.7999999999999	970	3.90160490305437e-05
43	20.6999999999999	284410	0.0137186864028365
44	20.5999999999999	2370	0.00010642934611837
45	20.4999999999999	1200	4.82672771511881e-05
46	20.3999999999999	2540	0.000112864983071862
47	20.2999999999999	286000	0.0171590974727034
48	20.1999999999999	4640	0.000228867339158551
49	20.0999999999999	230550	0.00931751518126273
50	19.9999999999999	5670	0.000278944639202908
51	19.8999999999999	513510	0.0319579653154443
52	19.7999999999999	293920	0.0142426679190438
53	19.6999999999999	298380	0.0144317952000149
54	19.5999999999999	235690	0.00962481684579184
55	19.4999999999999	515810	0.0265369869731346
56	19.3999999999999	14170	0.000741103817925551
57	19.2999999999999	1320640	0.0839209069872186
58	19.1999999999999	753060	0.032913496512121
59	19.0999999999999	1320030	0.0693541243020798
60	18.9999999999999	536220	0.0276230007090367
61	18.8999999999999	2238470	0.114353385008386
62	18.7999999999999	1410540	0.0735085692919078
63	18.6999999999999	1069900	0.0482463613311042
64	18.5999999999999	1794290	0.0990791649310571
65	18.4999999999999	2342880	0.145320905796772
66	18.3999999999999	862060	0.0434970221503772
67	18.2999999999999	3952900	0.291007235105265
68	18.1999999999999	1874720	0.113549654398276
69	18.0999999999999	2326220	0.13122971668225
70	17.9999999999999	2099520	0.140556724428223
