#
# graph of polylog performance as function of precision 
#
# clock ticks=100
#
10	143	8	10	19	8	
14	160	12	13	22	12	
19	182	17	18	30	17	
26	212	24	24	40	24	
36	255	34	35	57	34	
50	315	48	52	90	48	
70	402	68	78	150	68	
98	523	96	126	280	96	
138	696	136	211	533	136	
194	938	192	406	1099	192	
273	1279	271	862	2298	271	
384	1758	381	2268	5182	381	
541	2437	501	6575	12370	501	
762	3391	702	19663	28390	702	
1074	4739	973	64458	71560	973	
1514	6640	1358	201763	159680	1358	
